
0it [00:00, ?it/s]
803it [00:40, 13.31it/s, bound:0 nc:  2 ncall:6.1e+03 eff:13.2% logz=12.69+/-0.13 dlogz:39.355>0.1]
805it [00:41,  6.76it/s, bound:0 nc: 76 ncall:6.2e+03 eff:13.0% logz=12.74+/-0.13 dlogz:39.301>0.1]
807it [00:41,  8.15it/s, bound:0 nc:  6 ncall:6.2e+03 eff:13.0% logz=12.79+/-0.13 dlogz:39.248>0.1]
809it [00:41,  8.46it/s, bound:0 nc: 17 ncall:6.2e+03 eff:13.0% logz=12.84+/-0.13 dlogz:39.194>0.1]
811it [00:42,  9.13it/s, bound:0 nc: 19 ncall:6.3e+03 eff:13.0% logz=12.89+/-0.13 dlogz:39.140>0.1]
813it [00:42,  7.49it/s, bound:0 nc: 27 ncall:6.3e+03 eff:12.9% logz=12.94+/-0.13 dlogz:39.087>0.1]
814it [00:42,  7.58it/s, bound:0 nc: 15 ncall:6.3e+03 eff:12.9% logz=12.96+/-0.13 dlogz:39.061>0.1]
816it [00:42,  7.04it/s, bound:0 nc: 30 ncall:6.4e+03 eff:12.8% logz=13.01+/-0.13 dlogz:39.008>0.1]
819it [00:43,  6.16it/s, bound:0 nc: 63 ncall:6.4e+03 eff:12.7% logz=13.08+/-0.13 dlogz:38.930>0.1]
820it [00:43,  5.39it/s, bound:0 nc: 37 ncall:6.5e+03 eff:12.7% logz=13.10+/-0.13 dlogz:38.904>0.1]
821it [00:43,  5.68it/s, bound:0 nc: 17 ncall:6.5e+03 eff:12.7% logz=13.13+/-0.13 dlogz:38.876>0.1]
822it [00:44,  5.39it/s, bound:0 nc: 37 ncall:6.5e+03 eff:12.6% logz=13.15+/-0.13 dlogz:38.848>0.1]
823it [00:44,  5.34it/s, bound:0 nc: 29 ncall:6.5e+03 eff:12.6% logz=13.18+/-0.13 dlogz:38.821>0.1]
825it [00:44,  5.44it/s, bound:0 nc: 37 ncall:6.6e+03 eff:12.5% logz=13.23+/-0.13 dlogz:38.766>0.1]
826it [00:44,  5.04it/s, bound:0 nc: 30 ncall:6.6e+03 eff:12.4% logz=13.25+/-0.13 dlogz:38.739>0.1]
827it [00:45,  3.50it/s, bound:0 nc: 72 ncall:6.7e+03 eff:12.3% logz=13.28+/-0.13 dlogz:38.713>0.1]
828it [00:45,  3.85it/s, bound:0 nc: 27 ncall:6.7e+03 eff:12.3% logz=13.30+/-0.13 dlogz:38.685>0.1]
829it [00:45,  4.20it/s, bound:0 nc: 25 ncall:6.8e+03 eff:12.3% logz=13.33+/-0.13 dlogz:38.657>0.1]
830it [00:46,  4.84it/s, bound:0 nc: 14 ncall:6.8e+03 eff:12.3% logz=13.35+/-0.13 dlogz:38.630>0.1]
831it [00:46,  5.42it/s, bound:0 nc: 19 ncall:6.8e+03 eff:12.2% logz=13.38+/-0.13 dlogz:38.603>0.1]
832it [00:46,  4.23it/s, bound:0 nc: 47 ncall:6.8e+03 eff:12.2% logz=13.40+/-0.13 dlogz:38.576>0.1]
834it [00:46,  5.47it/s, bound:0 nc: 25 ncall:6.9e+03 eff:12.1% logz=13.45+/-0.13 dlogz:38.523>0.1]
836it [00:47,  5.50it/s, bound:0 nc: 40 ncall:6.9e+03 eff:12.1% logz=13.49+/-0.13 dlogz:38.470>0.1]
837it [00:47,  4.79it/s, bound:0 nc: 52 ncall:7.0e+03 eff:12.0% logz=13.52+/-0.13 dlogz:38.445>0.1]
838it [00:47,  5.42it/s, bound:0 nc: 15 ncall:7.0e+03 eff:12.0% logz=13.54+/-0.13 dlogz:38.419>0.1]
840it [00:47,  6.80it/s, bound:0 nc: 23 ncall:7.0e+03 eff:12.0% logz=13.59+/-0.13 dlogz:38.366>0.1]
843it [00:47,  9.34it/s, bound:0 nc: 13 ncall:7.0e+03 eff:12.0% logz=13.67+/-0.13 dlogz:38.283>0.1]
845it [00:48,  7.68it/s, bound:0 nc: 42 ncall:7.1e+03 eff:11.9% logz=13.72+/-0.13 dlogz:38.228>0.1]
846it [00:48,  7.75it/s, bound:0 nc: 17 ncall:7.1e+03 eff:11.9% logz=13.74+/-0.13 dlogz:38.199>0.1]
848it [00:48,  7.35it/s, bound:0 nc: 36 ncall:7.1e+03 eff:11.9% logz=13.79+/-0.13 dlogz:38.143>0.1]
850it [00:48,  9.00it/s, bound:0 nc: 10 ncall:7.2e+03 eff:11.9% logz=13.84+/-0.13 dlogz:38.087>0.1]
853it [00:48, 11.16it/s, bound:0 nc: 16 ncall:7.2e+03 eff:11.9% logz=13.92+/-0.13 dlogz:38.004>0.1]
855it [00:49,  8.19it/s, bound:0 nc: 46 ncall:7.2e+03 eff:11.8% logz=13.98+/-0.13 dlogz:37.945>0.1]
857it [00:49,  6.10it/s, bound:0 nc: 64 ncall:7.3e+03 eff:11.7% logz=14.04+/-0.13 dlogz:37.883>0.1]
859it [00:50,  6.47it/s, bound:0 nc: 30 ncall:7.3e+03 eff:11.7% logz=14.10+/-0.13 dlogz:37.819>0.1]
860it [00:50,  6.22it/s, bound:0 nc: 35 ncall:7.4e+03 eff:11.7% logz=14.13+/-0.13 dlogz:37.785>0.1]
862it [00:50,  7.46it/s, bound:0 nc: 17 ncall:7.4e+03 eff:11.7% logz=14.19+/-0.13 dlogz:37.716>0.1]
863it [00:50,  7.75it/s, bound:0 nc: 13 ncall:7.4e+03 eff:11.6% logz=14.22+/-0.13 dlogz:37.682>0.1]
864it [00:50,  7.83it/s, bound:0 nc: 18 ncall:7.4e+03 eff:11.6% logz=14.26+/-0.13 dlogz:37.647>0.1]
866it [00:51,  7.96it/s, bound:0 nc: 21 ncall:7.5e+03 eff:11.6% logz=14.32+/-0.13 dlogz:37.578>0.1]
867it [00:51,  7.98it/s, bound:0 nc: 16 ncall:7.5e+03 eff:11.6% logz=14.35+/-0.13 dlogz:37.544>0.1]
868it [00:51,  8.03it/s, bound:0 nc: 19 ncall:7.5e+03 eff:11.6% logz=14.38+/-0.13 dlogz:37.511>0.1]
870it [00:51, 10.08it/s, bound:0 nc:  8 ncall:7.5e+03 eff:11.6% logz=14.44+/-0.13 dlogz:37.446>0.1]
873it [00:51, 13.65it/s, bound:0 nc: 10 ncall:7.5e+03 eff:11.6% logz=14.53+/-0.13 dlogz:37.352>0.1]
875it [00:51, 12.95it/s, bound:0 nc: 17 ncall:7.6e+03 eff:11.6% logz=14.59+/-0.13 dlogz:37.288>0.1]
877it [00:52,  9.45it/s, bound:0 nc: 24 ncall:7.6e+03 eff:11.5% logz=14.65+/-0.13 dlogz:37.222>0.1]
879it [00:52,  9.09it/s, bound:0 nc:  2 ncall:7.6e+03 eff:11.5% logz=14.71+/-0.13 dlogz:37.156>0.1]
882it [00:52, 12.05it/s, bound:0 nc:  2 ncall:7.6e+03 eff:11.5% logz=14.79+/-0.13 dlogz:37.061>0.1]
884it [00:52, 10.13it/s, bound:0 nc:  6 ncall:7.7e+03 eff:11.5% logz=14.85+/-0.13 dlogz:37.001>0.1]
887it [00:53,  7.92it/s, bound:0 nc: 85 ncall:7.8e+03 eff:11.4% logz=14.93+/-0.13 dlogz:36.910>0.1]
889it [00:53,  7.34it/s, bound:0 nc: 18 ncall:7.8e+03 eff:11.4% logz=14.99+/-0.13 dlogz:36.851>0.1]
891it [00:53,  8.25it/s, bound:0 nc: 17 ncall:7.8e+03 eff:11.4% logz=15.04+/-0.13 dlogz:36.793>0.1]
893it [00:54,  6.21it/s, bound:0 nc: 20 ncall:7.9e+03 eff:11.3% logz=15.09+/-0.13 dlogz:36.737>0.1]
894it [00:54,  6.49it/s, bound:0 nc: 17 ncall:7.9e+03 eff:11.3% logz=15.11+/-0.13 dlogz:36.709>0.1]
896it [00:54,  7.49it/s, bound:0 nc: 15 ncall:8.0e+03 eff:11.3% logz=15.17+/-0.13 dlogz:36.652>0.1]
899it [00:54, 10.56it/s, bound:0 nc:  7 ncall:8.0e+03 eff:11.3% logz=15.24+/-0.13 dlogz:36.567>0.1]
901it [00:54,  9.79it/s, bound:0 nc:  1 ncall:8.0e+03 eff:11.3% logz=15.30+/-0.13 dlogz:36.509>0.1]
903it [00:55,  9.28it/s, bound:0 nc: 14 ncall:8.0e+03 eff:11.2% logz=15.35+/-0.13 dlogz:36.448>0.1]
905it [00:55,  7.74it/s, bound:0 nc: 43 ncall:8.1e+03 eff:11.2% logz=15.41+/-0.13 dlogz:36.387>0.1]
906it [00:55,  7.06it/s, bound:0 nc: 36 ncall:8.1e+03 eff:11.1% logz=15.44+/-0.13 dlogz:36.357>0.1]
907it [00:55,  7.49it/s, bound:0 nc: 12 ncall:8.1e+03 eff:11.1% logz=15.46+/-0.13 dlogz:36.327>0.1]
908it [00:56,  5.85it/s, bound:0 nc: 48 ncall:8.2e+03 eff:11.1% logz=15.49+/-0.13 dlogz:36.298>0.1]
909it [00:56,  5.32it/s, bound:0 nc: 32 ncall:8.2e+03 eff:11.1% logz=15.52+/-0.13 dlogz:36.268>0.1]
912it [00:56,  8.04it/s, bound:0 nc: 21 ncall:8.2e+03 eff:11.1% logz=15.60+/-0.13 dlogz:36.178>0.1]
914it [00:56,  7.66it/s, bound:0 nc: 35 ncall:8.3e+03 eff:11.0% logz=15.66+/-0.13 dlogz:36.115>0.1]
916it [00:57,  6.67it/s, bound:0 nc: 50 ncall:8.3e+03 eff:11.0% logz=15.72+/-0.13 dlogz:36.052>0.1]
917it [00:57,  6.40it/s, bound:0 nc: 21 ncall:8.4e+03 eff:11.0% logz=15.75+/-0.13 dlogz:36.020>0.1]
919it [00:57,  7.03it/s, bound:0 nc: 24 ncall:8.4e+03 eff:10.9% logz=15.80+/-0.13 dlogz:35.958>0.1]
920it [00:57,  5.74it/s, bound:0 nc: 46 ncall:8.4e+03 eff:10.9% logz=15.83+/-0.13 dlogz:35.928>0.1]
921it [00:58,  5.76it/s, bound:0 nc: 20 ncall:8.5e+03 eff:10.9% logz=15.86+/-0.13 dlogz:35.897>0.1]
922it [00:58,  5.00it/s, bound:0 nc: 40 ncall:8.5e+03 eff:10.8% logz=15.89+/-0.13 dlogz:35.866>0.1]
923it [00:58,  4.23it/s, bound:0 nc: 61 ncall:8.6e+03 eff:10.8% logz=15.92+/-0.13 dlogz:35.835>0.1]
925it [00:58,  6.12it/s, bound:0 nc: 15 ncall:8.6e+03 eff:10.8% logz=15.98+/-0.13 dlogz:35.773>0.1]
927it [00:59,  6.67it/s, bound:0 nc: 41 ncall:8.6e+03 eff:10.7% logz=16.03+/-0.13 dlogz:35.711>0.1]
929it [00:59,  7.99it/s, bound:0 nc: 14 ncall:8.7e+03 eff:10.7% logz=16.09+/-0.14 dlogz:35.648>0.1]
932it [00:59,  7.14it/s, bound:0 nc: 51 ncall:8.7e+03 eff:10.7% logz=16.18+/-0.14 dlogz:35.548>0.1]
934it [00:59,  8.64it/s, bound:0 nc: 13 ncall:8.7e+03 eff:10.7% logz=16.24+/-0.14 dlogz:35.484>0.1]
936it [01:00,  7.98it/s, bound:0 nc: 14 ncall:8.8e+03 eff:10.7% logz=16.30+/-0.14 dlogz:35.424>0.1]
938it [01:00,  7.64it/s, bound:0 nc: 41 ncall:8.8e+03 eff:10.6% logz=16.35+/-0.14 dlogz:35.363>0.1]
939it [01:00,  7.73it/s, bound:0 nc: 16 ncall:8.8e+03 eff:10.6% logz=16.38+/-0.14 dlogz:35.332>0.1]
941it [01:00,  7.97it/s, bound:0 nc: 26 ncall:8.9e+03 eff:10.6% logz=16.44+/-0.14 dlogz:35.266>0.1]
943it [01:01,  5.08it/s, bound:0 nc: 94 ncall:9.0e+03 eff:10.5% logz=16.50+/-0.14 dlogz:35.199>0.1]
946it [01:01,  7.67it/s, bound:0 nc:  3 ncall:9.0e+03 eff:10.5% logz=16.59+/-0.14 dlogz:35.105>0.1]
948it [01:01,  8.89it/s, bound:0 nc: 22 ncall:9.0e+03 eff:10.5% logz=16.65+/-0.14 dlogz:35.043>0.1]
950it [01:02,  4.72it/s, bound:0 nc: 54 ncall:9.1e+03 eff:10.4% logz=16.70+/-0.14 dlogz:34.983>0.1]
952it [01:03,  3.90it/s, bound:0 nc: 41 ncall:9.2e+03 eff:10.3% logz=16.76+/-0.14 dlogz:34.920>0.1]
954it [01:03,  4.18it/s, bound:0 nc: 42 ncall:9.3e+03 eff:10.3% logz=16.82+/-0.14 dlogz:34.857>0.1]
956it [01:03,  5.00it/s, bound:0 nc: 37 ncall:9.3e+03 eff:10.3% logz=16.88+/-0.14 dlogz:34.795>0.1]
957it [01:04,  4.38it/s, bound:0 nc: 51 ncall:9.4e+03 eff:10.2% logz=16.90+/-0.14 dlogz:34.764>0.1]
958it [01:04,  3.94it/s, bound:0 nc: 58 ncall:9.4e+03 eff:10.2% logz=16.93+/-0.14 dlogz:34.733>0.1]
959it [01:04,  4.18it/s, bound:0 nc: 21 ncall:9.4e+03 eff:10.1% logz=16.96+/-0.14 dlogz:34.702>0.1]
961it [01:04,  5.90it/s, bound:0 nc:  6 ncall:9.5e+03 eff:10.1% logz=17.03+/-0.14 dlogz:34.634>0.1]
962it [01:05,  3.88it/s, bound:0 nc: 76 ncall:9.5e+03 eff:10.1% logz=17.06+/-0.14 dlogz:34.601>0.1]
963it [01:05,  4.40it/s, bound:0 nc: 17 ncall:9.6e+03 eff:10.1% logz=17.09+/-0.14 dlogz:34.568>0.1]
964it [01:06,  3.68it/s, bound:0 nc: 55 ncall:9.6e+03 eff:10.0% logz=17.12+/-0.14 dlogz:34.534>0.1]
965it [01:06,  3.22it/s, bound:0 nc: 59 ncall:9.7e+03 eff:10.0% logz=17.15+/-0.14 dlogz:34.499>0.1]
966it [01:16,  2.88s/it, bound:1 nc:133 ncall:9.8e+03 eff:9.8% logz=17.18+/-0.14 dlogz:34.465>0.1] 
970it [01:16,  1.14s/it, bound:3 nc:103 ncall:1.0e+04 eff:9.4% logz=17.31+/-0.14 dlogz:34.329>0.1]
974it [01:23,  1.50s/it, bound:4 nc:101 ncall:1.1e+04 eff:8.8% logz=17.43+/-0.14 dlogz:34.200>0.1]
980it [01:24,  1.31it/s, bound:7 nc:117 ncall:1.2e+04 eff:8.2% logz=17.62+/-0.14 dlogz:34.000>0.1]
983it [01:31,  1.22s/it, bound:8 nc:231 ncall:1.2e+04 eff:7.9% logz=17.71+/-0.14 dlogz:33.892>0.1]
987it [01:31,  1.22it/s, bound:10 nc:  1 ncall:1.3e+04 eff:8.1% logz=19.96+/-0.14 dlogz:31.438>0.1]
990it [01:39,  1.27s/it, bound:11 nc:117 ncall:1.3e+04 eff:7.4% logz=17.92+/-0.14 dlogz:33.666>0.1]
994it [01:39,  1.17it/s, bound:13 nc:118 ncall:1.4e+04 eff:7.2% logz=18.02+/-0.14 dlogz:33.549>0.1]
997it [01:45,  1.13s/it, bound:14 nc:248 ncall:1.4e+04 eff:6.9% logz=18.11+/-0.14 dlogz:33.459>0.1]
1001it [01:45,  1.31it/s, bound:16 nc:111 ncall:1.5e+04 eff:6.8% logz=18.22+/-0.14 dlogz:33.335>0.1]
1005it [01:51,  1.06s/it, bound:17 nc:132 ncall:1.5e+04 eff:6.6% logz=18.35+/-0.14 dlogz:33.208>0.1]
1009it [01:52,  1.37it/s, bound:19 nc:122 ncall:1.6e+04 eff:6.4% logz=18.49+/-0.14 dlogz:33.055>0.1]
1013it [01:59,  1.09s/it, bound:21 nc:101 ncall:1.6e+04 eff:6.2% logz=18.63+/-0.14 dlogz:32.904>0.1]
1017it [01:59,  1.32it/s, bound:23 nc:184 ncall:1.7e+04 eff:6.0% logz=18.76+/-0.14 dlogz:32.762>0.1]
1021it [02:03,  1.23it/s, bound:24 nc:109 ncall:1.8e+04 eff:5.8% logz=18.89+/-0.14 dlogz:32.624>0.1]
1028it [02:03,  2.14it/s, bound:27 nc:114 ncall:1.8e+04 eff:5.6% logz=19.11+/-0.14 dlogz:32.385>0.1]
1031it [02:09,  1.21it/s, bound:28 nc:102 ncall:1.9e+04 eff:5.5% logz=19.21+/-0.14 dlogz:32.280>0.1]
1037it [02:16,  1.10it/s, bound:30 nc:127 ncall:1.9e+04 eff:5.3% logz=19.41+/-0.14 dlogz:32.065>0.1]
1041it [02:16,  1.47it/s, bound:32 nc:123 ncall:2.0e+04 eff:5.2% logz=19.54+/-0.14 dlogz:31.922>0.1]
1045it [02:22,  1.13it/s, bound:33 nc:101 ncall:2.0e+04 eff:5.1% logz=19.67+/-0.14 dlogz:31.779>0.1]
1051it [02:22,  1.77it/s, bound:36 nc:101 ncall:2.1e+04 eff:5.0% logz=19.85+/-0.14 dlogz:31.580>0.1]
1054it [02:26,  1.31it/s, bound:37 nc:101 ncall:2.1e+04 eff:4.9% logz=19.94+/-0.14 dlogz:31.488>0.1]
1060it [02:26,  2.06it/s, bound:39 nc:104 ncall:2.2e+04 eff:4.8% logz=20.10+/-0.14 dlogz:31.308>0.1]
1063it [02:32,  1.35it/s, bound:40 nc:131 ncall:2.2e+04 eff:4.7% logz=20.18+/-0.14 dlogz:31.222>0.1]
1069it [02:37,  1.20it/s, bound:42 nc:101 ncall:2.3e+04 eff:4.6% logz=20.33+/-0.14 dlogz:31.056>0.1]
1073it [02:38,  1.61it/s, bound:44 nc:  1 ncall:2.4e+04 eff:5.2% logz=24.56+/-0.14 dlogz:26.253>0.1]
1077it [02:44,  1.13it/s, bound:45 nc:207 ncall:2.4e+04 eff:4.5% logz=20.53+/-0.14 dlogz:30.839>0.1]
1081it [02:44,  1.55it/s, bound:47 nc:  1 ncall:2.5e+04 eff:5.3% logz=26.55+/-0.15 dlogz:23.947>0.1]
1085it [02:50,  1.09it/s, bound:49 nc:101 ncall:2.5e+04 eff:4.3% logz=20.73+/-0.14 dlogz:30.612>0.1]
1090it [02:51,  1.62it/s, bound:51 nc:  1 ncall:2.6e+04 eff:4.3% logz=21.48+/-0.14 dlogz:29.761>0.1]
1093it [02:57,  1.08it/s, bound:52 nc:101 ncall:2.6e+04 eff:4.2% logz=20.94+/-0.14 dlogz:30.385>0.1]
1099it [02:57,  1.76it/s, bound:54 nc:101 ncall:2.7e+04 eff:4.1% logz=21.09+/-0.14 dlogz:30.221>0.1]
1102it [03:03,  1.14it/s, bound:55 nc:101 ncall:2.7e+04 eff:4.1% logz=21.16+/-0.14 dlogz:30.138>0.1]
1109it [03:09,  1.12it/s, bound:57 nc:101 ncall:2.8e+04 eff:4.0% logz=21.33+/-0.14 dlogz:29.950>0.1]
1116it [03:09,  1.78it/s, bound:60 nc:101 ncall:2.9e+04 eff:3.9% logz=21.49+/-0.14 dlogz:29.778>0.1]
1119it [03:15,  1.19it/s, bound:61 nc:121 ncall:2.9e+04 eff:3.8% logz=21.55+/-0.14 dlogz:29.704>0.1]
1125it [03:20,  1.18it/s, bound:63 nc:102 ncall:3.0e+04 eff:3.8% logz=21.68+/-0.14 dlogz:29.558>0.1]
1130it [03:20,  1.65it/s, bound:65 nc:101 ncall:3.0e+04 eff:3.7% logz=21.79+/-0.14 dlogz:29.438>0.1]
1133it [03:26,  1.14it/s, bound:66 nc:142 ncall:3.1e+04 eff:3.7% logz=21.86+/-0.14 dlogz:29.364>0.1]
1140it [03:32,  1.16it/s, bound:68 nc:101 ncall:3.2e+04 eff:3.6% logz=22.01+/-0.14 dlogz:29.193>0.1]
1148it [03:39,  1.20it/s, bound:71 nc:101 ncall:3.2e+04 eff:3.5% logz=22.19+/-0.14 dlogz:28.998>0.1]
1154it [03:39,  1.70it/s, bound:74 nc:  1 ncall:3.3e+04 eff:4.5% logz=31.95+/-0.20 dlogz:17.567>0.1]
1157it [03:44,  1.23it/s, bound:75 nc:101 ncall:3.3e+04 eff:3.5% logz=22.38+/-0.14 dlogz:28.784>0.1]
1164it [03:50,  1.22it/s, bound:78 nc:101 ncall:3.4e+04 eff:3.4% logz=22.51+/-0.14 dlogz:28.627>0.1]
1169it [03:50,  1.67it/s, bound:80 nc:101 ncall:3.5e+04 eff:3.3% logz=22.62+/-0.14 dlogz:28.511>0.1]
1172it [03:55,  1.21it/s, bound:81 nc:101 ncall:3.5e+04 eff:3.3% logz=22.69+/-0.14 dlogz:28.437>0.1]
1177it [03:56,  1.74it/s, bound:83 nc:161 ncall:3.6e+04 eff:3.3% logz=22.79+/-0.14 dlogz:28.317>0.1]
1180it [04:01,  1.22it/s, bound:84 nc:145 ncall:3.6e+04 eff:3.3% logz=22.85+/-0.14 dlogz:28.249>0.1]
1186it [04:01,  1.93it/s, bound:87 nc:101 ncall:3.7e+04 eff:3.2% logz=22.97+/-0.14 dlogz:28.112>0.1]
1189it [04:07,  1.16it/s, bound:88 nc:101 ncall:3.7e+04 eff:3.2% logz=23.03+/-0.14 dlogz:28.047>0.1]
1195it [04:07,  1.83it/s, bound:90 nc:142 ncall:3.8e+04 eff:3.2% logz=23.14+/-0.14 dlogz:27.920>0.1]
1198it [04:15,  1.04it/s, bound:91 nc:101 ncall:3.8e+04 eff:3.1% logz=23.20+/-0.14 dlogz:27.856>0.1]
1201it [04:15,  1.34it/s, bound:93 nc:101 ncall:3.9e+04 eff:3.1% logz=23.25+/-0.14 dlogz:27.794>0.1]
1204it [04:21,  1.05s/it, bound:94 nc:101 ncall:3.9e+04 eff:3.1% logz=23.31+/-0.14 dlogz:27.733>0.1]
1208it [04:21,  1.38it/s, bound:96 nc:101 ncall:4.0e+04 eff:3.0% logz=23.38+/-0.14 dlogz:27.652>0.1]
1212it [04:28,  1.01s/it, bound:97 nc:101 ncall:4.0e+04 eff:3.0% logz=23.45+/-0.14 dlogz:27.574>0.1]
1219it [04:28,  1.75it/s, bound:100 nc:101 ncall:4.1e+04 eff:3.0% logz=23.57+/-0.14 dlogz:27.435>0.1]
1222it [04:34,  1.12it/s, bound:101 nc:120 ncall:4.1e+04 eff:3.0% logz=23.62+/-0.14 dlogz:27.377>0.1]
1228it [04:39,  1.16it/s, bound:103 nc:101 ncall:4.2e+04 eff:2.9% logz=23.71+/-0.14 dlogz:27.265>0.1]
1234it [04:39,  1.76it/s, bound:105 nc:117 ncall:4.3e+04 eff:2.9% logz=23.81+/-0.14 dlogz:27.154>0.1]
