
0it [00:00, ?it/s]
898it [00:41,  6.19it/s, bound:0 nc: 50 ncall:6.8e+03 eff:13.3% logz=23.87+/-0.12 dlogz:27.177>0.1]
899it [00:41,  5.83it/s, bound:0 nc: 33 ncall:6.8e+03 eff:13.2% logz=23.88+/-0.12 dlogz:27.165>0.1]
901it [00:41,  7.16it/s, bound:0 nc: 23 ncall:6.8e+03 eff:13.2% logz=23.90+/-0.12 dlogz:27.140>0.1]
902it [00:41,  6.55it/s, bound:0 nc: 36 ncall:6.9e+03 eff:13.1% logz=23.91+/-0.12 dlogz:27.127>0.1]
903it [00:41,  6.85it/s, bound:0 nc: 17 ncall:6.9e+03 eff:13.1% logz=23.92+/-0.12 dlogz:27.115>0.1]
904it [00:42,  6.56it/s, bound:0 nc: 22 ncall:6.9e+03 eff:13.1% logz=23.93+/-0.12 dlogz:27.102>0.1]
905it [00:42,  6.94it/s, bound:0 nc: 19 ncall:6.9e+03 eff:13.1% logz=23.94+/-0.12 dlogz:27.090>0.1]
908it [00:42, 10.99it/s, bound:0 nc:  9 ncall:7.0e+03 eff:13.1% logz=23.97+/-0.12 dlogz:27.053>0.1]
910it [00:42, 10.84it/s, bound:0 nc:  6 ncall:7.0e+03 eff:13.1% logz=23.99+/-0.12 dlogz:27.029>0.1]
912it [00:42, 10.30it/s, bound:0 nc: 28 ncall:7.0e+03 eff:13.0% logz=24.01+/-0.12 dlogz:27.004>0.1]
914it [00:42, 10.80it/s, bound:0 nc: 21 ncall:7.0e+03 eff:13.0% logz=24.03+/-0.12 dlogz:26.980>0.1]
916it [00:43,  8.02it/s, bound:0 nc: 59 ncall:7.1e+03 eff:12.9% logz=24.05+/-0.12 dlogz:26.956>0.1]
918it [00:43,  9.51it/s, bound:0 nc:  5 ncall:7.1e+03 eff:12.9% logz=24.06+/-0.12 dlogz:26.933>0.1]
921it [00:43, 12.32it/s, bound:0 nc: 21 ncall:7.2e+03 eff:12.9% logz=24.09+/-0.12 dlogz:26.897>0.1]
924it [00:43, 10.12it/s, bound:0 nc: 46 ncall:7.2e+03 eff:12.8% logz=24.12+/-0.12 dlogz:26.863>0.1]
926it [00:44,  8.41it/s, bound:0 nc: 27 ncall:7.3e+03 eff:12.7% logz=24.14+/-0.12 dlogz:26.840>0.1]
928it [00:44,  7.91it/s, bound:0 nc: 27 ncall:7.3e+03 eff:12.6% logz=24.15+/-0.12 dlogz:26.817>0.1]
929it [00:45,  4.91it/s, bound:0 nc: 76 ncall:7.4e+03 eff:12.5% logz=24.16+/-0.12 dlogz:26.806>0.1]
930it [00:45,  5.31it/s, bound:0 nc: 14 ncall:7.4e+03 eff:12.5% logz=24.17+/-0.12 dlogz:26.795>0.1]
931it [00:45,  5.72it/s, bound:0 nc: 20 ncall:7.4e+03 eff:12.5% logz=24.18+/-0.12 dlogz:26.784>0.1]
933it [00:45,  7.70it/s, bound:0 nc: 14 ncall:7.5e+03 eff:12.5% logz=24.20+/-0.12 dlogz:26.762>0.1]
935it [00:46,  5.75it/s, bound:0 nc:  5 ncall:7.6e+03 eff:12.4% logz=24.21+/-0.12 dlogz:26.740>0.1]
936it [00:46,  5.12it/s, bound:0 nc: 43 ncall:7.6e+03 eff:12.3% logz=24.22+/-0.12 dlogz:26.729>0.1]
938it [00:46,  6.76it/s, bound:0 nc: 16 ncall:7.6e+03 eff:12.3% logz=24.24+/-0.12 dlogz:26.708>0.1]
939it [00:46,  6.47it/s, bound:0 nc: 20 ncall:7.6e+03 eff:12.3% logz=24.25+/-0.12 dlogz:26.698>0.1]
940it [00:46,  6.80it/s, bound:0 nc: 14 ncall:7.7e+03 eff:12.3% logz=24.25+/-0.12 dlogz:26.687>0.1]
941it [00:46,  7.14it/s, bound:0 nc: 22 ncall:7.7e+03 eff:12.3% logz=24.26+/-0.12 dlogz:26.677>0.1]
943it [00:47,  7.02it/s, bound:0 nc: 31 ncall:7.7e+03 eff:12.2% logz=24.28+/-0.12 dlogz:26.656>0.1]
945it [00:47,  7.97it/s, bound:0 nc: 19 ncall:7.7e+03 eff:12.2% logz=24.29+/-0.12 dlogz:26.635>0.1]
947it [00:47,  6.94it/s, bound:0 nc: 34 ncall:7.8e+03 eff:12.2% logz=24.31+/-0.12 dlogz:26.615>0.1]
948it [00:47,  6.61it/s, bound:0 nc: 23 ncall:7.8e+03 eff:12.1% logz=24.32+/-0.12 dlogz:26.605>0.1]
949it [00:48,  4.98it/s, bound:0 nc: 75 ncall:7.9e+03 eff:12.0% logz=24.32+/-0.12 dlogz:26.594>0.1]
952it [00:48,  7.92it/s, bound:0 nc: 20 ncall:7.9e+03 eff:12.0% logz=24.35+/-0.12 dlogz:26.564>0.1]
954it [00:48,  8.93it/s, bound:0 nc: 10 ncall:7.9e+03 eff:12.0% logz=24.36+/-0.12 dlogz:26.544>0.1]
956it [00:49,  6.24it/s, bound:0 nc: 52 ncall:8.0e+03 eff:11.9% logz=24.38+/-0.12 dlogz:26.525>0.1]
957it [00:49,  6.57it/s, bound:0 nc: 16 ncall:8.0e+03 eff:11.9% logz=24.38+/-0.12 dlogz:26.515>0.1]
958it [00:49,  6.36it/s, bound:0 nc: 20 ncall:8.1e+03 eff:11.9% logz=24.39+/-0.12 dlogz:26.505>0.1]
960it [00:50,  4.74it/s, bound:0 nc: 78 ncall:8.1e+03 eff:11.8% logz=24.41+/-0.12 dlogz:26.485>0.1]
961it [00:50,  4.46it/s, bound:0 nc: 42 ncall:8.2e+03 eff:11.7% logz=24.41+/-0.12 dlogz:26.475>0.1]
962it [00:50,  4.84it/s, bound:0 nc: 21 ncall:8.2e+03 eff:11.7% logz=24.42+/-0.12 dlogz:26.466>0.1]
964it [00:50,  6.76it/s, bound:0 nc:  7 ncall:8.2e+03 eff:11.7% logz=24.43+/-0.12 dlogz:26.446>0.1]
965it [00:50,  6.07it/s, bound:0 nc: 55 ncall:8.3e+03 eff:11.7% logz=24.44+/-0.12 dlogz:26.437>0.1]
967it [00:50,  7.41it/s, bound:0 nc: 22 ncall:8.3e+03 eff:11.6% logz=24.46+/-0.11 dlogz:26.417>0.1]
968it [00:51,  5.08it/s, bound:0 nc: 56 ncall:8.4e+03 eff:11.6% logz=24.46+/-0.11 dlogz:26.408>0.1]
969it [00:51,  4.27it/s, bound:0 nc: 43 ncall:8.4e+03 eff:11.5% logz=24.47+/-0.11 dlogz:26.398>0.1]
971it [00:51,  5.33it/s, bound:0 nc: 30 ncall:8.5e+03 eff:11.5% logz=24.48+/-0.11 dlogz:26.379>0.1]
972it [00:52,  5.00it/s, bound:0 nc: 32 ncall:8.5e+03 eff:11.5% logz=24.49+/-0.11 dlogz:26.370>0.1]
974it [00:52,  6.77it/s, bound:0 nc: 14 ncall:8.5e+03 eff:11.5% logz=24.50+/-0.11 dlogz:26.351>0.1]
975it [00:52,  6.54it/s, bound:0 nc: 22 ncall:8.5e+03 eff:11.4% logz=24.51+/-0.11 dlogz:26.342>0.1]
977it [00:52,  7.88it/s, bound:0 nc: 21 ncall:8.5e+03 eff:11.4% logz=24.52+/-0.11 dlogz:26.323>0.1]
978it [00:53,  5.63it/s, bound:0 nc: 61 ncall:8.6e+03 eff:11.4% logz=24.53+/-0.11 dlogz:26.314>0.1]
980it [00:53,  7.19it/s, bound:0 nc: 32 ncall:8.7e+03 eff:11.3% logz=24.54+/-0.11 dlogz:26.295>0.1]
981it [00:53,  7.61it/s, bound:0 nc: 13 ncall:8.7e+03 eff:11.3% logz=24.55+/-0.11 dlogz:26.286>0.1]
982it [00:53,  6.36it/s, bound:0 nc: 35 ncall:8.7e+03 eff:11.3% logz=24.56+/-0.11 dlogz:26.277>0.1]
983it [00:53,  6.13it/s, bound:0 nc: 24 ncall:8.7e+03 eff:11.3% logz=24.56+/-0.11 dlogz:26.268>0.1]
984it [00:53,  5.42it/s, bound:0 nc: 26 ncall:8.8e+03 eff:11.2% logz=24.57+/-0.11 dlogz:26.259>0.1]
986it [00:54,  6.90it/s, bound:0 nc: 15 ncall:8.8e+03 eff:11.2% logz=24.58+/-0.11 dlogz:26.240>0.1]
988it [00:54,  7.36it/s, bound:0 nc: 24 ncall:8.8e+03 eff:11.2% logz=24.60+/-0.11 dlogz:26.222>0.1]
989it [00:54,  6.78it/s, bound:0 nc: 23 ncall:8.8e+03 eff:11.2% logz=24.60+/-0.11 dlogz:26.213>0.1]
990it [00:54,  6.45it/s, bound:0 nc: 29 ncall:8.9e+03 eff:11.2% logz=24.61+/-0.11 dlogz:26.204>0.1]
991it [00:55,  5.15it/s, bound:0 nc: 35 ncall:8.9e+03 eff:11.1% logz=24.62+/-0.11 dlogz:26.195>0.1]
992it [00:55,  3.53it/s, bound:0 nc:101 ncall:9.0e+03 eff:11.0% logz=24.62+/-0.11 dlogz:26.187>0.1]
993it [00:55,  4.11it/s, bound:0 nc: 27 ncall:9.0e+03 eff:11.0% logz=24.63+/-0.11 dlogz:26.178>0.1]
995it [00:55,  5.68it/s, bound:0 nc: 23 ncall:9.1e+03 eff:11.0% logz=24.64+/-0.11 dlogz:26.160>0.1]
996it [00:56,  4.76it/s, bound:0 nc: 34 ncall:9.1e+03 eff:10.9% logz=24.65+/-0.11 dlogz:26.151>0.1]
997it [00:56,  3.98it/s, bound:0 nc: 50 ncall:9.1e+03 eff:10.9% logz=24.65+/-0.11 dlogz:26.143>0.1]
998it [00:56,  4.61it/s, bound:0 nc: 16 ncall:9.2e+03 eff:10.9% logz=24.66+/-0.11 dlogz:26.134>0.1]
999it [00:57,  3.40it/s, bound:0 nc: 69 ncall:9.2e+03 eff:10.8% logz=24.67+/-0.11 dlogz:26.125>0.1]
1001it [00:57,  4.30it/s, bound:0 nc: 30 ncall:9.3e+03 eff:10.8% logz=24.68+/-0.11 dlogz:26.108>0.1]
1002it [00:57,  4.87it/s, bound:0 nc: 18 ncall:9.3e+03 eff:10.8% logz=24.69+/-0.11 dlogz:26.099>0.1]
1003it [00:58,  3.91it/s, bound:0 nc: 53 ncall:9.3e+03 eff:10.7% logz=24.69+/-0.11 dlogz:26.091>0.1]
1004it [00:58,  4.33it/s, bound:0 nc: 31 ncall:9.4e+03 eff:10.7% logz=24.70+/-0.11 dlogz:26.082>0.1]
1006it [00:58,  5.30it/s, bound:0 nc: 43 ncall:9.4e+03 eff:10.7% logz=24.71+/-0.11 dlogz:26.065>0.1]
1007it [00:58,  5.94it/s, bound:0 nc: 20 ncall:9.4e+03 eff:10.7% logz=24.72+/-0.11 dlogz:26.057>0.1]
1010it [00:58,  9.21it/s, bound:0 nc: 19 ncall:9.5e+03 eff:10.7% logz=24.73+/-0.11 dlogz:26.031>0.1]
1012it [00:59,  7.04it/s, bound:0 nc: 52 ncall:9.5e+03 eff:10.6% logz=24.74+/-0.11 dlogz:26.014>0.1]
1013it [00:59,  5.04it/s, bound:0 nc: 53 ncall:9.6e+03 eff:10.6% logz=24.75+/-0.11 dlogz:26.006>0.1]
1014it [00:59,  5.37it/s, bound:0 nc: 15 ncall:9.6e+03 eff:10.6% logz=24.76+/-0.11 dlogz:25.998>0.1]
1018it [01:00,  7.00it/s, bound:0 nc: 46 ncall:9.7e+03 eff:10.5% logz=24.78+/-0.11 dlogz:25.965>0.1]
1020it [01:00,  8.34it/s, bound:0 nc: 17 ncall:9.7e+03 eff:10.5% logz=24.79+/-0.11 dlogz:25.948>0.1]
1022it [01:00,  8.92it/s, bound:0 nc: 20 ncall:9.7e+03 eff:10.5% logz=24.80+/-0.11 dlogz:25.932>0.1]
1024it [01:00,  9.29it/s, bound:0 nc: 15 ncall:9.7e+03 eff:10.5% logz=24.81+/-0.11 dlogz:25.916>0.1]
1026it [01:01,  7.35it/s, bound:0 nc: 38 ncall:9.8e+03 eff:10.5% logz=24.82+/-0.11 dlogz:25.900>0.1]
1027it [01:01,  7.61it/s, bound:0 nc: 13 ncall:9.8e+03 eff:10.5% logz=24.83+/-0.11 dlogz:25.892>0.1]
1028it [01:01,  6.85it/s, bound:0 nc: 46 ncall:9.8e+03 eff:10.4% logz=24.83+/-0.11 dlogz:25.884>0.1]
1029it [01:01,  7.09it/s, bound:0 nc: 31 ncall:9.9e+03 eff:10.4% logz=24.84+/-0.11 dlogz:25.876>0.1]
1031it [01:01,  9.11it/s, bound:0 nc: 28 ncall:9.9e+03 eff:10.4% logz=24.85+/-0.11 dlogz:25.860>0.1]
1034it [01:02,  8.88it/s, bound:0 nc: 66 ncall:1.0e+04 eff:10.4% logz=24.87+/-0.11 dlogz:25.836>0.1]
1036it [01:02,  8.66it/s, bound:0 nc: 26 ncall:1.0e+04 eff:10.4% logz=24.88+/-0.11 dlogz:25.821>0.1]
1037it [01:02,  7.18it/s, bound:0 nc: 27 ncall:1.0e+04 eff:10.3% logz=24.88+/-0.11 dlogz:25.813>0.1]
1038it [01:02,  4.93it/s, bound:0 nc: 70 ncall:1.0e+04 eff:10.3% logz=24.89+/-0.11 dlogz:25.805>0.1]
1039it [01:03,  5.40it/s, bound:0 nc: 23 ncall:1.0e+04 eff:10.3% logz=24.89+/-0.11 dlogz:25.797>0.1]
1041it [01:03,  7.30it/s, bound:0 nc: 11 ncall:1.0e+04 eff:10.3% logz=24.90+/-0.11 dlogz:25.782>0.1]
1043it [01:03,  5.38it/s, bound:0 nc: 68 ncall:1.0e+04 eff:10.2% logz=24.91+/-0.11 dlogz:25.766>0.1]
1044it [01:04,  4.43it/s, bound:0 nc: 53 ncall:1.0e+04 eff:10.2% logz=24.92+/-0.11 dlogz:25.759>0.1]
1048it [01:04,  8.21it/s, bound:0 nc: 11 ncall:1.0e+04 eff:10.2% logz=24.94+/-0.11 dlogz:25.728>0.1]
1050it [01:04,  8.59it/s, bound:0 nc: 11 ncall:1.0e+04 eff:10.2% logz=24.95+/-0.11 dlogz:25.713>0.1]
1052it [01:04,  9.57it/s, bound:0 nc: 22 ncall:1.0e+04 eff:10.1% logz=24.96+/-0.11 dlogz:25.698>0.1]
1056it [01:04, 13.97it/s, bound:0 nc: 18 ncall:1.0e+04 eff:10.2% logz=24.98+/-0.11 dlogz:25.668>0.1]
1059it [01:04, 14.80it/s, bound:0 nc: 16 ncall:1.0e+04 eff:10.2% logz=24.99+/-0.11 dlogz:25.646>0.1]
1061it [01:05,  8.58it/s, bound:0 nc: 20 ncall:1.0e+04 eff:10.1% logz=25.00+/-0.11 dlogz:25.631>0.1]
1063it [01:05,  6.97it/s, bound:0 nc: 33 ncall:1.1e+04 eff:10.1% logz=25.01+/-0.11 dlogz:25.616>0.1]
1065it [01:06,  5.63it/s, bound:0 nc: 37 ncall:1.1e+04 eff:10.0% logz=25.02+/-0.11 dlogz:25.602>0.1]
1068it [01:06,  6.48it/s, bound:0 nc: 41 ncall:1.1e+04 eff:10.0% logz=25.04+/-0.11 dlogz:25.580>0.1]
1070it [01:07,  6.03it/s, bound:0 nc: 62 ncall:1.1e+04 eff:10.0% logz=25.05+/-0.11 dlogz:25.565>0.1]
1071it [01:17,  1.66s/it, bound:1 nc:205 ncall:1.1e+04 eff:9.8% logz=25.05+/-0.11 dlogz:25.558>0.1] 
1073it [01:17,  1.17s/it, bound:2 nc:163 ncall:1.1e+04 eff:9.6% logz=25.06+/-0.11 dlogz:25.543>0.1]
1075it [01:17,  1.20it/s, bound:3 nc:130 ncall:1.2e+04 eff:9.3% logz=25.07+/-0.11 dlogz:25.529>0.1]
1077it [01:17,  1.66it/s, bound:4 nc:187 ncall:1.2e+04 eff:9.1% logz=25.08+/-0.11 dlogz:25.515>0.1]
1079it [01:26,  1.82s/it, bound:5 nc:144 ncall:1.2e+04 eff:8.8% logz=25.09+/-0.11 dlogz:25.500>0.1]
1081it [01:26,  1.29s/it, bound:6 nc:195 ncall:1.3e+04 eff:8.6% logz=25.10+/-0.11 dlogz:25.486>0.1]
1083it [01:26,  1.08it/s, bound:7 nc:102 ncall:1.3e+04 eff:8.4% logz=25.11+/-0.11 dlogz:25.472>0.1]
1085it [01:27,  1.51it/s, bound:8 nc:176 ncall:1.3e+04 eff:8.2% logz=25.12+/-0.11 dlogz:25.458>0.1]
1087it [01:34,  1.53s/it, bound:9 nc:127 ncall:1.4e+04 eff:8.0% logz=25.13+/-0.11 dlogz:25.444>0.1]
1089it [01:34,  1.09s/it, bound:10 nc:141 ncall:1.4e+04 eff:7.9% logz=25.14+/-0.11 dlogz:25.429>0.1]
1093it [01:34,  1.66it/s, bound:12 nc:138 ncall:1.4e+04 eff:7.6% logz=25.15+/-0.11 dlogz:25.401>0.1]
1095it [01:40,  1.24s/it, bound:13 nc:144 ncall:1.5e+04 eff:7.4% logz=25.16+/-0.11 dlogz:25.387>0.1]
1097it [01:40,  1.08it/s, bound:14 nc:153 ncall:1.5e+04 eff:7.3% logz=25.17+/-0.11 dlogz:25.374>0.1]
1102it [01:40,  2.04it/s, bound:16 nc:101 ncall:1.6e+04 eff:7.1% logz=25.19+/-0.11 dlogz:25.339>0.1]
1105it [01:47,  1.02it/s, bound:17 nc:101 ncall:1.6e+04 eff:6.9% logz=25.21+/-0.11 dlogz:25.318>0.1]
1111it [01:54,  1.07s/it, bound:19 nc:136 ncall:1.7e+04 eff:6.7% logz=25.24+/-0.11 dlogz:25.276>0.1]
1113it [01:54,  1.12it/s, bound:20 nc:101 ncall:1.7e+04 eff:6.6% logz=25.24+/-0.11 dlogz:25.261>0.1]
1116it [01:54,  1.53it/s, bound:21 nc:195 ncall:1.7e+04 eff:6.5% logz=25.26+/-0.11 dlogz:25.240>0.1]
1119it [02:02,  1.19s/it, bound:22 nc:101 ncall:1.8e+04 eff:6.4% logz=25.27+/-0.11 dlogz:25.219>0.1]
1121it [02:02,  1.05it/s, bound:23 nc:  1 ncall:1.8e+04 eff:7.5% logz=26.94+/-0.13 dlogz:22.772>0.1]
1126it [02:02,  1.82it/s, bound:25 nc:214 ncall:1.9e+04 eff:6.1% logz=25.30+/-0.11 dlogz:25.169>0.1]
