
0it [00:00, ?it/s]
1093it [00:43, 13.42it/s, bound:0 nc:  8 ncall:6.3e+03 eff:17.3% logz=8.41+/-0.15 dlogz:36.072>0.1]
1096it [00:43, 14.27it/s, bound:0 nc: 22 ncall:6.3e+03 eff:17.3% logz=8.52+/-0.15 dlogz:35.952>0.1]
1098it [00:43, 14.82it/s, bound:0 nc:  7 ncall:6.4e+03 eff:17.2% logz=8.60+/-0.15 dlogz:35.870>0.1]
1100it [00:44,  9.32it/s, bound:0 nc: 59 ncall:6.5e+03 eff:17.0% logz=8.67+/-0.15 dlogz:35.792>0.1]
1103it [00:44, 10.97it/s, bound:0 nc: 25 ncall:6.5e+03 eff:17.0% logz=8.78+/-0.15 dlogz:35.678>0.1]
1106it [00:44, 13.26it/s, bound:0 nc: 20 ncall:6.5e+03 eff:17.0% logz=8.89+/-0.15 dlogz:35.559>0.1]
1108it [00:45, 10.69it/s, bound:0 nc: 14 ncall:6.5e+03 eff:16.9% logz=8.97+/-0.15 dlogz:35.478>0.1]
1112it [00:45, 11.95it/s, bound:0 nc: 14 ncall:6.6e+03 eff:16.9% logz=9.13+/-0.15 dlogz:35.314>0.1]
1114it [00:45, 12.14it/s, bound:0 nc:  9 ncall:6.6e+03 eff:16.9% logz=9.21+/-0.15 dlogz:35.226>0.1]
1116it [00:45, 10.60it/s, bound:0 nc: 19 ncall:6.6e+03 eff:16.8% logz=9.29+/-0.15 dlogz:35.135>0.1]
1118it [00:45, 11.76it/s, bound:0 nc: 11 ncall:6.7e+03 eff:16.8% logz=9.38+/-0.15 dlogz:35.047>0.1]
1120it [00:45, 12.03it/s, bound:0 nc:  9 ncall:6.7e+03 eff:16.7% logz=9.45+/-0.15 dlogz:34.964>0.1]
1124it [00:46, 10.66it/s, bound:0 nc: 66 ncall:6.8e+03 eff:16.6% logz=9.60+/-0.15 dlogz:34.807>0.1]
1126it [00:46, 10.47it/s, bound:0 nc: 37 ncall:6.8e+03 eff:16.5% logz=9.68+/-0.15 dlogz:34.743>0.1]
1128it [00:46, 10.12it/s, bound:0 nc: 27 ncall:6.9e+03 eff:16.4% logz=9.76+/-0.15 dlogz:34.660>0.1]
1131it [00:47, 11.51it/s, bound:0 nc: 23 ncall:6.9e+03 eff:16.4% logz=9.88+/-0.15 dlogz:35.133>0.1]
1133it [00:47,  6.99it/s, bound:0 nc: 36 ncall:7.0e+03 eff:16.2% logz=9.97+/-0.15 dlogz:35.036>0.1]
1134it [00:47,  6.90it/s, bound:0 nc: 31 ncall:7.0e+03 eff:16.1% logz=10.02+/-0.15 dlogz:34.988>0.1]
1136it [00:48,  6.01it/s, bound:0 nc: 69 ncall:7.1e+03 eff:15.9% logz=10.10+/-0.15 dlogz:34.894>0.1]
1137it [00:48,  4.76it/s, bound:0 nc: 79 ncall:7.2e+03 eff:15.8% logz=10.15+/-0.15 dlogz:34.847>0.1]
1138it [00:48,  5.02it/s, bound:0 nc: 34 ncall:7.2e+03 eff:15.7% logz=10.19+/-0.15 dlogz:34.802>0.1]
1140it [00:49,  5.53it/s, bound:0 nc: 46 ncall:7.3e+03 eff:15.6% logz=10.28+/-0.15 dlogz:34.711>0.1]
1142it [00:49,  6.60it/s, bound:0 nc:  4 ncall:7.3e+03 eff:15.6% logz=10.37+/-0.15 dlogz:34.618>0.1]
1144it [00:49,  6.11it/s, bound:0 nc: 28 ncall:7.3e+03 eff:15.6% logz=10.46+/-0.15 dlogz:34.522>0.1]
1145it [00:50,  4.88it/s, bound:0 nc: 27 ncall:7.4e+03 eff:15.5% logz=10.50+/-0.15 dlogz:34.474>0.1]
1146it [00:50,  4.97it/s, bound:0 nc: 17 ncall:7.4e+03 eff:15.5% logz=10.55+/-0.15 dlogz:34.427>0.1]
1147it [00:50,  3.23it/s, bound:0 nc: 59 ncall:7.4e+03 eff:15.4% logz=10.59+/-0.15 dlogz:34.380>0.1]
1148it [00:51,  2.89it/s, bound:0 nc: 40 ncall:7.5e+03 eff:15.3% logz=10.64+/-0.15 dlogz:34.332>0.1]
1149it [00:51,  3.00it/s, bound:0 nc: 22 ncall:7.5e+03 eff:15.3% logz=10.68+/-0.15 dlogz:34.285>0.1]
1151it [00:51,  3.98it/s, bound:0 nc: 13 ncall:7.5e+03 eff:15.3% logz=10.77+/-0.15 dlogz:34.190>0.1]
1152it [00:52,  4.23it/s, bound:0 nc: 19 ncall:7.6e+03 eff:15.3% logz=10.81+/-0.15 dlogz:34.143>0.1]
1153it [00:52,  4.46it/s, bound:0 nc: 17 ncall:7.6e+03 eff:15.2% logz=10.85+/-0.15 dlogz:34.099>0.1]
1154it [00:52,  3.20it/s, bound:0 nc: 47 ncall:7.6e+03 eff:15.2% logz=10.90+/-0.15 dlogz:34.055>0.1]
1156it [00:53,  4.56it/s, bound:0 nc: 11 ncall:7.6e+03 eff:15.2% logz=10.99+/-0.15 dlogz:33.964>0.1]
1158it [00:53,  5.76it/s, bound:0 nc: 10 ncall:7.6e+03 eff:15.2% logz=11.07+/-0.15 dlogz:33.870>0.1]
1159it [00:53,  5.07it/s, bound:0 nc: 22 ncall:7.7e+03 eff:15.1% logz=11.12+/-0.15 dlogz:33.823>0.1]
1161it [00:53,  5.69it/s, bound:0 nc: 24 ncall:7.7e+03 eff:15.1% logz=11.21+/-0.15 dlogz:33.730>0.1]
1162it [00:54,  5.02it/s, bound:0 nc: 24 ncall:7.7e+03 eff:15.1% logz=11.25+/-0.15 dlogz:33.682>0.1]
1164it [00:54,  6.24it/s, bound:0 nc: 11 ncall:7.7e+03 eff:15.1% logz=11.35+/-0.15 dlogz:33.587>0.1]
1165it [00:54,  4.64it/s, bound:0 nc: 41 ncall:7.8e+03 eff:15.0% logz=11.39+/-0.15 dlogz:33.536>0.1]
1166it [00:55,  4.17it/s, bound:0 nc: 69 ncall:7.8e+03 eff:14.9% logz=11.44+/-0.15 dlogz:33.484>0.1]
1168it [00:55,  5.10it/s, bound:0 nc: 37 ncall:7.9e+03 eff:14.8% logz=11.53+/-0.15 dlogz:33.386>0.1]
1170it [00:55,  6.53it/s, bound:0 nc: 15 ncall:7.9e+03 eff:14.8% logz=11.62+/-0.15 dlogz:33.292>0.1]
1173it [00:55,  9.69it/s, bound:0 nc: 22 ncall:7.9e+03 eff:14.8% logz=11.74+/-0.15 dlogz:33.160>0.1]
1175it [00:55,  8.84it/s, bound:0 nc: 47 ncall:8.0e+03 eff:14.7% logz=11.82+/-0.15 dlogz:33.076>0.1]
1177it [00:56,  8.08it/s, bound:0 nc: 42 ncall:8.1e+03 eff:14.6% logz=11.90+/-0.15 dlogz:32.994>0.1]
1178it [00:56,  7.74it/s, bound:0 nc: 28 ncall:8.1e+03 eff:14.6% logz=11.94+/-0.15 dlogz:32.953>0.1]
1184it [00:56, 15.73it/s, bound:0 nc:  4 ncall:8.1e+03 eff:14.6% logz=12.18+/-0.15 dlogz:32.700>0.1]
1187it [00:56, 14.28it/s, bound:0 nc: 19 ncall:8.2e+03 eff:14.6% logz=12.31+/-0.15 dlogz:32.564>0.1]
1189it [00:56, 14.78it/s, bound:0 nc: 14 ncall:8.2e+03 eff:14.5% logz=12.40+/-0.15 dlogz:32.470>0.1]
1192it [00:56, 16.44it/s, bound:0 nc: 13 ncall:8.2e+03 eff:14.5% logz=12.54+/-0.15 dlogz:32.322>0.1]
1194it [00:57, 12.69it/s, bound:0 nc: 17 ncall:8.3e+03 eff:14.5% logz=12.63+/-0.15 dlogz:32.222>0.1]
1196it [00:57, 13.58it/s, bound:0 nc:  9 ncall:8.3e+03 eff:14.4% logz=12.73+/-0.15 dlogz:32.122>0.1]
1198it [00:57, 11.76it/s, bound:0 nc:  8 ncall:8.3e+03 eff:14.4% logz=12.82+/-0.15 dlogz:32.026>0.1]
1200it [00:57, 11.28it/s, bound:0 nc:  4 ncall:8.4e+03 eff:14.3% logz=12.90+/-0.15 dlogz:31.936>0.1]
1202it [00:58, 10.36it/s, bound:0 nc: 19 ncall:8.4e+03 eff:14.3% logz=12.98+/-0.15 dlogz:31.850>0.1]
1204it [00:58,  7.44it/s, bound:0 nc:  7 ncall:8.5e+03 eff:14.1% logz=13.06+/-0.15 dlogz:31.766>0.1]
1205it [00:58,  7.25it/s, bound:0 nc: 30 ncall:8.5e+03 eff:14.1% logz=13.09+/-0.15 dlogz:31.893>0.1]
1207it [00:58,  8.31it/s, bound:0 nc: 16 ncall:8.6e+03 eff:14.1% logz=13.17+/-0.15 dlogz:31.813>0.1]
1209it [00:58,  8.68it/s, bound:0 nc: 33 ncall:8.6e+03 eff:14.1% logz=13.24+/-0.15 dlogz:31.734>0.1]
1211it [00:59,  8.07it/s, bound:0 nc: 32 ncall:8.7e+03 eff:14.0% logz=13.31+/-0.15 dlogz:31.657>0.1]
1213it [00:59,  5.96it/s, bound:0 nc: 82 ncall:8.8e+03 eff:13.9% logz=13.38+/-0.15 dlogz:31.583>0.1]
1214it [01:00,  4.73it/s, bound:0 nc: 71 ncall:8.8e+03 eff:13.8% logz=13.42+/-0.15 dlogz:31.545>0.1]
1216it [01:00,  5.92it/s, bound:0 nc: 17 ncall:8.8e+03 eff:13.7% logz=13.48+/-0.15 dlogz:31.473>0.1]
1217it [01:00,  4.93it/s, bound:0 nc: 68 ncall:8.9e+03 eff:13.6% logz=13.52+/-0.15 dlogz:31.437>0.1]
1218it [01:00,  4.88it/s, bound:0 nc: 36 ncall:9.0e+03 eff:13.6% logz=13.55+/-0.15 dlogz:31.401>0.1]
1219it [01:01,  4.34it/s, bound:0 nc: 69 ncall:9.0e+03 eff:13.5% logz=13.58+/-0.15 dlogz:31.365>0.1]
1221it [01:01,  5.65it/s, bound:0 nc: 18 ncall:9.1e+03 eff:13.5% logz=13.65+/-0.15 dlogz:31.293>0.1]
1224it [01:01,  6.59it/s, bound:0 nc: 56 ncall:9.1e+03 eff:13.4% logz=13.75+/-0.15 dlogz:31.187>0.1]
1226it [01:01,  8.18it/s, bound:0 nc:  5 ncall:9.1e+03 eff:13.4% logz=13.81+/-0.15 dlogz:31.118>0.1]
1228it [01:02,  7.25it/s, bound:0 nc: 20 ncall:9.2e+03 eff:13.3% logz=13.88+/-0.15 dlogz:31.048>0.1]
1229it [01:02,  7.40it/s, bound:0 nc: 28 ncall:9.2e+03 eff:13.3% logz=13.91+/-0.15 dlogz:31.013>0.1]
1230it [01:02,  6.92it/s, bound:0 nc: 32 ncall:9.3e+03 eff:13.3% logz=13.94+/-0.15 dlogz:30.978>0.1]
1232it [01:02,  7.45it/s, bound:0 nc: 42 ncall:9.3e+03 eff:13.2% logz=14.00+/-0.15 dlogz:30.910>0.1]
1233it [01:03,  6.22it/s, bound:0 nc: 52 ncall:9.4e+03 eff:13.2% logz=14.03+/-0.15 dlogz:30.876>0.1]
1235it [01:03,  7.68it/s, bound:0 nc: 22 ncall:9.4e+03 eff:13.2% logz=14.10+/-0.15 dlogz:30.809>0.1]
1237it [01:03,  8.13it/s, bound:0 nc: 32 ncall:9.4e+03 eff:13.1% logz=14.15+/-0.15 dlogz:30.745>0.1]
1239it [01:03,  6.62it/s, bound:0 nc: 63 ncall:9.5e+03 eff:13.0% logz=14.21+/-0.15 dlogz:30.683>0.1]
1240it [01:03,  6.84it/s, bound:0 nc: 27 ncall:9.5e+03 eff:13.0% logz=14.24+/-0.15 dlogz:30.650>0.1]
1243it [01:04,  9.94it/s, bound:0 nc:  7 ncall:9.6e+03 eff:13.0% logz=14.33+/-0.15 dlogz:30.552>0.1]
1245it [01:04,  8.79it/s, bound:0 nc:  5 ncall:9.6e+03 eff:12.9% logz=14.40+/-0.15 dlogz:30.485>0.1]
1248it [01:04,  9.84it/s, bound:0 nc: 33 ncall:9.7e+03 eff:12.9% logz=14.51+/-0.15 dlogz:30.369>0.1]
1250it [01:05,  7.31it/s, bound:0 nc: 21 ncall:9.8e+03 eff:12.8% logz=14.58+/-0.15 dlogz:30.292>0.1]
1251it [01:05,  7.49it/s, bound:0 nc: 24 ncall:9.8e+03 eff:12.8% logz=14.61+/-0.15 dlogz:30.256>0.1]
1253it [01:05,  8.89it/s, bound:0 nc:  7 ncall:9.8e+03 eff:12.8% logz=14.68+/-0.15 dlogz:30.184>0.1]
1255it [01:06,  5.30it/s, bound:0 nc: 33 ncall:9.9e+03 eff:12.6% logz=14.74+/-0.15 dlogz:30.117>0.1]
1256it [01:06,  3.35it/s, bound:0 nc: 68 ncall:1.0e+04 eff:12.6% logz=14.77+/-0.15 dlogz:30.084>0.1]
1257it [01:07,  2.69it/s, bound:0 nc: 54 ncall:1.0e+04 eff:12.5% logz=14.80+/-0.15 dlogz:30.051>0.1]
1259it [01:08,  2.95it/s, bound:0 nc: 39 ncall:1.0e+04 eff:12.5% logz=14.86+/-0.15 dlogz:29.985>0.1]
1261it [01:08,  3.72it/s, bound:0 nc: 15 ncall:1.0e+04 eff:12.4% logz=14.92+/-0.15 dlogz:29.921>0.1]
1262it [01:08,  3.23it/s, bound:0 nc: 45 ncall:1.0e+04 eff:12.4% logz=14.95+/-0.15 dlogz:29.889>0.1]
1263it [01:09,  3.08it/s, bound:0 nc: 31 ncall:1.0e+04 eff:12.4% logz=14.98+/-0.15 dlogz:29.857>0.1]
1264it [01:09,  2.61it/s, bound:0 nc: 44 ncall:1.0e+04 eff:12.3% logz=15.01+/-0.15 dlogz:29.825>0.1]
1266it [01:09,  3.74it/s, bound:0 nc:  2 ncall:1.0e+04 eff:12.3% logz=15.06+/-0.15 dlogz:29.762>0.1]
1267it [01:10,  4.02it/s, bound:0 nc: 20 ncall:1.0e+04 eff:12.3% logz=15.09+/-0.15 dlogz:29.732>0.1]
1269it [01:11,  2.56it/s, bound:0 nc: 91 ncall:1.0e+04 eff:12.2% logz=15.14+/-0.15 dlogz:29.672>0.1]
1270it [01:11,  2.89it/s, bound:0 nc: 19 ncall:1.0e+04 eff:12.2% logz=15.17+/-0.15 dlogz:29.643>0.1]
1271it [01:11,  3.02it/s, bound:0 nc: 26 ncall:1.0e+04 eff:12.2% logz=15.20+/-0.15 dlogz:29.614>0.1]
1272it [01:12,  3.13it/s, bound:0 nc: 18 ncall:1.0e+04 eff:12.2% logz=15.22+/-0.15 dlogz:29.585>0.1]
1274it [01:12,  3.63it/s, bound:0 nc: 26 ncall:1.0e+04 eff:12.1% logz=15.28+/-0.15 dlogz:29.527>0.1]
1277it [01:12,  5.62it/s, bound:0 nc: 39 ncall:1.1e+04 eff:12.1% logz=15.36+/-0.15 dlogz:29.439>0.1]
1280it [01:13,  6.02it/s, bound:0 nc: 79 ncall:1.1e+04 eff:12.1% logz=15.43+/-0.15 dlogz:29.354>0.1]
1281it [01:13,  6.32it/s, bound:0 nc: 28 ncall:1.1e+04 eff:12.0% logz=15.46+/-0.15 dlogz:29.327>0.1]
1284it [01:13,  6.47it/s, bound:0 nc: 72 ncall:1.1e+04 eff:12.0% logz=15.53+/-0.15 dlogz:29.244>0.1]
1286it [01:14,  6.96it/s, bound:0 nc: 26 ncall:1.1e+04 eff:11.9% logz=15.58+/-0.15 dlogz:29.191>0.1]
1288it [01:14,  6.91it/s, bound:0 nc: 48 ncall:1.1e+04 eff:11.9% logz=15.63+/-0.15 dlogz:29.139>0.1]
1292it [01:14, 10.72it/s, bound:0 nc:  8 ncall:1.1e+04 eff:11.9% logz=15.72+/-0.15 dlogz:29.036>0.1]
1294it [01:14,  8.94it/s, bound:0 nc: 19 ncall:1.1e+04 eff:11.9% logz=15.77+/-0.15 dlogz:28.982>0.1]
1296it [01:15,  9.13it/s, bound:0 nc: 20 ncall:1.1e+04 eff:11.8% logz=15.82+/-0.15 dlogz:28.929>0.1]
1299it [01:15,  9.71it/s, bound:0 nc: 47 ncall:1.1e+04 eff:11.8% logz=15.90+/-0.15 dlogz:28.846>0.1]
1301it [01:15,  6.29it/s, bound:0 nc: 19 ncall:1.1e+04 eff:11.7% logz=15.95+/-0.15 dlogz:28.789>0.1]
1303it [01:16,  7.62it/s, bound:0 nc: 10 ncall:1.1e+04 eff:11.7% logz=16.00+/-0.15 dlogz:28.732>0.1]
1305it [01:16,  8.01it/s, bound:0 nc: 12 ncall:1.1e+04 eff:11.7% logz=16.05+/-0.15 dlogz:28.674>0.1]
1307it [01:16,  7.72it/s, bound:0 nc: 50 ncall:1.1e+04 eff:11.6% logz=16.10+/-0.15 dlogz:28.618>0.1]
1310it [01:16, 10.49it/s, bound:0 nc: 17 ncall:1.1e+04 eff:11.6% logz=16.18+/-0.15 dlogz:28.534>0.1]
1312it [01:16, 10.42it/s, bound:0 nc: 27 ncall:1.1e+04 eff:11.6% logz=16.23+/-0.15 dlogz:28.478>0.1]
1314it [01:17,  9.82it/s, bound:0 nc:  6 ncall:1.1e+04 eff:11.6% logz=16.28+/-0.15 dlogz:28.420>0.1]
1316it [01:17,  8.25it/s, bound:0 nc: 32 ncall:1.1e+04 eff:11.5% logz=16.33+/-0.15 dlogz:28.364>0.1]
1318it [01:17,  6.95it/s, bound:0 nc: 43 ncall:1.1e+04 eff:11.5% logz=16.38+/-0.15 dlogz:28.309>0.1]
1319it [01:17,  6.85it/s, bound:0 nc: 34 ncall:1.2e+04 eff:11.4% logz=16.41+/-0.15 dlogz:28.281>0.1]
1321it [01:18,  8.39it/s, bound:0 nc:  1 ncall:1.2e+04 eff:11.4% logz=16.46+/-0.15 dlogz:28.224>0.1]
1323it [01:18,  7.82it/s, bound:0 nc: 38 ncall:1.2e+04 eff:11.4% logz=16.52+/-0.15 dlogz:28.165>0.1]
1325it [01:18,  8.44it/s, bound:0 nc: 26 ncall:1.2e+04 eff:11.4% logz=16.58+/-0.15 dlogz:28.105>0.1]
1327it [01:18,  8.77it/s, bound:0 nc: 23 ncall:1.2e+04 eff:11.4% logz=16.64+/-0.15 dlogz:28.040>0.1]
1328it [01:18,  8.92it/s, bound:0 nc: 15 ncall:1.2e+04 eff:11.4% logz=16.67+/-0.15 dlogz:28.007>0.1]
1329it [01:19,  6.89it/s, bound:0 nc: 37 ncall:1.2e+04 eff:11.3% logz=16.70+/-0.15 dlogz:27.975>0.1]
1330it [01:19,  4.79it/s, bound:0 nc: 81 ncall:1.2e+04 eff:11.3% logz=16.72+/-0.15 dlogz:27.943>0.1]
1332it [01:19,  6.35it/s, bound:0 nc: 21 ncall:1.2e+04 eff:11.2% logz=16.78+/-0.15 dlogz:27.879>0.1]
1334it [01:19,  8.38it/s, bound:0 nc: 10 ncall:1.2e+04 eff:11.3% logz=16.84+/-0.15 dlogz:27.814>0.1]
1336it [01:20,  8.30it/s, bound:0 nc: 34 ncall:1.2e+04 eff:11.2% logz=16.90+/-0.15 dlogz:27.750>0.1]
1338it [01:20,  5.77it/s, bound:0 nc:  6 ncall:1.2e+04 eff:11.2% logz=16.96+/-0.15 dlogz:27.688>0.1]
1341it [01:20,  7.20it/s, bound:0 nc: 41 ncall:1.2e+04 eff:11.1% logz=17.05+/-0.15 dlogz:27.594>0.1]
1343it [01:21,  6.81it/s, bound:0 nc: 51 ncall:1.2e+04 eff:11.1% logz=17.10+/-0.15 dlogz:27.531>0.1]
1345it [01:21,  6.55it/s, bound:0 nc: 55 ncall:1.2e+04 eff:11.1% logz=17.16+/-0.15 dlogz:27.471>0.1]
1349it [01:22,  7.35it/s, bound:0 nc: 59 ncall:1.2e+04 eff:11.0% logz=17.27+/-0.15 dlogz:27.351>0.1]
1350it [01:22,  6.99it/s, bound:0 nc: 30 ncall:1.2e+04 eff:11.0% logz=17.29+/-0.15 dlogz:27.321>0.1]
1352it [01:22,  5.36it/s, bound:0 nc: 95 ncall:1.2e+04 eff:10.9% logz=17.35+/-0.15 dlogz:27.262>0.1]
1355it [01:23,  6.30it/s, bound:0 nc: 55 ncall:1.2e+04 eff:10.9% logz=17.43+/-0.15 dlogz:27.176>0.1]
1356it [01:23,  5.84it/s, bound:0 nc: 48 ncall:1.2e+04 eff:10.8% logz=17.45+/-0.15 dlogz:27.147>0.1]
1357it [01:23,  5.36it/s, bound:0 nc: 52 ncall:1.3e+04 eff:10.8% logz=17.48+/-0.15 dlogz:27.119>0.1]
1358it [01:24,  4.60it/s, bound:0 nc: 54 ncall:1.3e+04 eff:10.8% logz=17.50+/-0.15 dlogz:27.091>0.1]
1360it [01:24,  4.69it/s, bound:0 nc: 67 ncall:1.3e+04 eff:10.7% logz=17.56+/-0.15 dlogz:27.032>0.1]
1362it [01:24,  6.25it/s, bound:0 nc: 11 ncall:1.3e+04 eff:10.7% logz=17.62+/-0.15 dlogz:26.972>0.1]
1365it [01:24,  7.99it/s, bound:0 nc: 26 ncall:1.3e+04 eff:10.7% logz=17.71+/-0.15 dlogz:26.869>0.1]
1366it [01:24,  7.89it/s, bound:0 nc: 25 ncall:1.3e+04 eff:10.7% logz=17.75+/-0.15 dlogz:26.834>0.1]
1368it [01:25,  6.98it/s, bound:0 nc: 64 ncall:1.3e+04 eff:10.6% logz=17.81+/-0.15 dlogz:26.762>0.1]
1369it [01:25,  5.56it/s, bound:0 nc: 61 ncall:1.3e+04 eff:10.6% logz=17.85+/-0.15 dlogz:26.726>0.1]
1370it [01:25,  5.46it/s, bound:0 nc: 46 ncall:1.3e+04 eff:10.6% logz=17.88+/-0.15 dlogz:26.690>0.1]
1372it [01:26,  5.69it/s, bound:0 nc: 45 ncall:1.3e+04 eff:10.5% logz=17.95+/-0.15 dlogz:26.618>0.1]
1373it [01:26,  4.61it/s, bound:0 nc: 76 ncall:1.3e+04 eff:10.5% logz=17.98+/-0.15 dlogz:26.583>0.1]
1374it [01:26,  5.14it/s, bound:0 nc: 14 ncall:1.3e+04 eff:10.5% logz=18.01+/-0.15 dlogz:26.547>0.1]
1376it [01:26,  6.98it/s, bound:0 nc: 14 ncall:1.3e+04 eff:10.5% logz=18.08+/-0.16 dlogz:26.478>0.1]
1380it [01:26, 10.79it/s, bound:0 nc: 20 ncall:1.3e+04 eff:10.5% logz=18.20+/-0.16 dlogz:26.343>0.1]
1382it [01:27, 10.58it/s, bound:0 nc: 17 ncall:1.3e+04 eff:10.5% logz=18.26+/-0.16 dlogz:26.279>0.1]
1385it [01:27,  9.60it/s, bound:0 nc: 65 ncall:1.3e+04 eff:10.4% logz=18.35+/-0.16 dlogz:26.183>0.1]
1387it [01:28,  4.14it/s, bound:0 nc:132 ncall:1.4e+04 eff:10.3% logz=18.40+/-0.16 dlogz:26.120>0.1]
1388it [01:28,  4.51it/s, bound:0 nc: 30 ncall:1.4e+04 eff:10.2% logz=18.43+/-0.16 dlogz:26.090>0.1]
1389it [01:29,  3.95it/s, bound:0 nc: 76 ncall:1.4e+04 eff:10.2% logz=18.46+/-0.16 dlogz:26.059>0.1]
1391it [01:29,  5.33it/s, bound:0 nc: 18 ncall:1.4e+04 eff:10.2% logz=18.52+/-0.16 dlogz:25.997>0.1]
1393it [01:29,  6.89it/s, bound:0 nc: 13 ncall:1.4e+04 eff:10.2% logz=18.57+/-0.16 dlogz:25.937>0.1]
1395it [01:30,  4.56it/s, bound:0 nc: 49 ncall:1.4e+04 eff:10.1% logz=18.63+/-0.16 dlogz:25.874>0.1]
1397it [01:30,  4.54it/s, bound:0 nc: 78 ncall:1.4e+04 eff:10.1% logz=18.69+/-0.16 dlogz:25.811>0.1]
1399it [01:31,  4.25it/s, bound:0 nc: 95 ncall:1.4e+04 eff:10.0% logz=18.75+/-0.16 dlogz:25.744>0.1]
1400it [01:44,  2.55s/it, bound:1 nc:246 ncall:1.4e+04 eff:9.8% logz=18.78+/-0.16 dlogz:25.712>0.1] 
1402it [01:44,  1.70s/it, bound:3 nc:373 ncall:1.5e+04 eff:9.4% logz=18.84+/-0.16 dlogz:25.647>0.1]
1404it [01:44,  1.16s/it, bound:5 nc:400 ncall:1.6e+04 eff:9.0% logz=18.90+/-0.16 dlogz:25.582>0.1]
