
0it [00:00, ?it/s]
2357it [11:03,  1.48it/s, bound:1070 nc:249 ncall:3.7e+05 eff:0.6% logz=35.79+/-0.17 dlogz:17.151>0.1]
2358it [11:03,  1.71it/s, bound:1071 nc:  1 ncall:3.7e+05 eff:0.7% logz=40.28+/-0.20 dlogz:11.152>0.1]
2362it [11:03,  3.06it/s, bound:1073 nc:245 ncall:3.7e+05 eff:0.6% logz=35.84+/-0.17 dlogz:17.096>0.1]
2364it [11:03,  3.76it/s, bound:1075 nc:202 ncall:3.7e+05 eff:0.6% logz=35.85+/-0.17 dlogz:17.074>0.1]
2366it [11:06,  1.66it/s, bound:1076 nc:208 ncall:3.7e+05 eff:0.6% logz=35.87+/-0.17 dlogz:17.053>0.1]
2370it [11:07,  2.78it/s, bound:1078 nc:112 ncall:3.7e+05 eff:0.6% logz=35.90+/-0.17 dlogz:17.010>0.1]
2373it [11:09,  1.85it/s, bound:1080 nc:247 ncall:3.7e+05 eff:0.6% logz=35.93+/-0.17 dlogz:16.977>0.1]
2376it [11:10,  2.57it/s, bound:1082 nc:183 ncall:3.7e+05 eff:0.6% logz=35.95+/-0.17 dlogz:16.946>0.1]
2380it [11:10,  3.87it/s, bound:1084 nc:242 ncall:3.7e+05 eff:0.6% logz=35.98+/-0.17 dlogz:16.904>0.1]
2382it [11:12,  2.13it/s, bound:1085 nc:199 ncall:3.7e+05 eff:0.6% logz=36.00+/-0.17 dlogz:16.883>0.1]
2384it [11:12,  2.63it/s, bound:1087 nc:270 ncall:3.7e+05 eff:0.6% logz=36.01+/-0.17 dlogz:16.862>0.1]
2387it [11:13,  3.66it/s, bound:1089 nc:191 ncall:3.7e+05 eff:0.6% logz=36.04+/-0.17 dlogz:16.830>0.1]
2389it [11:15,  1.96it/s, bound:1090 nc:261 ncall:3.7e+05 eff:0.6% logz=36.06+/-0.17 dlogz:16.809>0.1]
2392it [11:15,  2.81it/s, bound:1092 nc:222 ncall:3.7e+05 eff:0.6% logz=36.08+/-0.17 dlogz:16.777>0.1]
2395it [11:15,  3.99it/s, bound:1093 nc:  1 ncall:3.7e+05 eff:0.7% logz=39.05+/-0.19 dlogz:12.874>0.1]
2397it [11:18,  1.95it/s, bound:1094 nc:257 ncall:3.8e+05 eff:0.6% logz=36.12+/-0.17 dlogz:16.723>0.1]
2400it [11:18,  2.81it/s, bound:1096 nc:218 ncall:3.8e+05 eff:0.6% logz=36.15+/-0.17 dlogz:16.691>0.1]
2403it [11:18,  3.87it/s, bound:1098 nc:218 ncall:3.8e+05 eff:0.6% logz=36.17+/-0.17 dlogz:16.658>0.1]
2405it [11:21,  1.76it/s, bound:1099 nc:263 ncall:3.8e+05 eff:0.6% logz=36.19+/-0.17 dlogz:16.636>0.1]
2407it [11:22,  2.29it/s, bound:1100 nc:222 ncall:3.8e+05 eff:0.6% logz=36.21+/-0.17 dlogz:16.614>0.1]
2409it [11:22,  2.92it/s, bound:1102 nc:243 ncall:3.8e+05 eff:0.6% logz=36.22+/-0.17 dlogz:16.591>0.1]
2411it [11:22,  3.66it/s, bound:1104 nc:227 ncall:3.8e+05 eff:0.6% logz=36.24+/-0.17 dlogz:16.568>0.1]
2413it [11:25,  1.65it/s, bound:1105 nc:207 ncall:3.8e+05 eff:0.6% logz=36.26+/-0.17 dlogz:16.546>0.1]
2415it [11:25,  2.23it/s, bound:1106 nc:  1 ncall:3.8e+05 eff:0.7% logz=41.75+/-0.22 dlogz:8.921>0.1] 
2418it [11:25,  3.35it/s, bound:1108 nc:232 ncall:3.8e+05 eff:0.6% logz=36.30+/-0.18 dlogz:16.489>0.1]
2421it [11:28,  1.81it/s, bound:1110 nc:179 ncall:3.8e+05 eff:0.6% logz=36.33+/-0.18 dlogz:16.455>0.1]
2424it [11:28,  2.58it/s, bound:1112 nc:256 ncall:3.8e+05 eff:0.6% logz=36.36+/-0.18 dlogz:16.421>0.1]
2426it [11:29,  3.18it/s, bound:1114 nc:125 ncall:3.8e+05 eff:0.6% logz=36.37+/-0.18 dlogz:16.398>0.1]
2429it [11:32,  1.77it/s, bound:1115 nc:271 ncall:3.8e+05 eff:0.6% logz=36.40+/-0.18 dlogz:16.364>0.1]
2430it [11:32,  2.00it/s, bound:1116 nc:  1 ncall:3.8e+05 eff:0.6% logz=36.61+/-0.18 dlogz:16.082>0.1]
2433it [11:32,  3.00it/s, bound:1118 nc:263 ncall:3.8e+05 eff:0.6% logz=36.43+/-0.18 dlogz:16.320>0.1]
2435it [11:32,  3.76it/s, bound:1120 nc:202 ncall:3.8e+05 eff:0.6% logz=36.45+/-0.18 dlogz:16.298>0.1]
2437it [11:35,  1.71it/s, bound:1122 nc:101 ncall:3.8e+05 eff:0.6% logz=36.47+/-0.18 dlogz:16.276>0.1]
2442it [11:35,  3.22it/s, bound:1124 nc:124 ncall:3.8e+05 eff:0.6% logz=36.51+/-0.18 dlogz:16.221>0.1]
2444it [11:38,  1.66it/s, bound:1125 nc:243 ncall:3.9e+05 eff:0.6% logz=36.53+/-0.18 dlogz:16.199>0.1]
2446it [11:39,  2.09it/s, bound:1127 nc:203 ncall:3.9e+05 eff:0.6% logz=36.55+/-0.18 dlogz:16.177>0.1]
2449it [11:39,  2.98it/s, bound:1129 nc:259 ncall:3.9e+05 eff:0.6% logz=36.57+/-0.18 dlogz:16.143>0.1]
2451it [11:39,  3.69it/s, bound:1131 nc:233 ncall:3.9e+05 eff:0.6% logz=36.59+/-0.18 dlogz:16.121>0.1]
2453it [11:42,  1.69it/s, bound:1132 nc:122 ncall:3.9e+05 eff:0.6% logz=36.61+/-0.18 dlogz:16.099>0.1]
2457it [11:42,  2.79it/s, bound:1134 nc:218 ncall:3.9e+05 eff:0.6% logz=36.64+/-0.18 dlogz:16.055>0.1]
2460it [11:45,  1.73it/s, bound:1135 nc:265 ncall:3.9e+05 eff:0.6% logz=36.67+/-0.18 dlogz:16.022>0.1]
2462it [11:45,  2.19it/s, bound:1136 nc:  1 ncall:3.9e+05 eff:0.7% logz=38.56+/-0.18 dlogz:13.525>0.1]
2464it [11:45,  2.76it/s, bound:1138 nc:232 ncall:3.9e+05 eff:0.6% logz=36.70+/-0.18 dlogz:15.977>0.1]
2467it [11:46,  4.03it/s, bound:1139 nc:  1 ncall:3.9e+05 eff:0.7% logz=39.80+/-0.19 dlogz:11.823>0.1]
2469it [11:48,  2.01it/s, bound:1140 nc:114 ncall:3.9e+05 eff:0.6% logz=36.74+/-0.18 dlogz:15.922>0.1]
2471it [11:48,  2.57it/s, bound:1142 nc:149 ncall:3.9e+05 eff:0.6% logz=36.76+/-0.18 dlogz:15.900>0.1]
2474it [11:49,  3.56it/s, bound:1145 nc:392 ncall:3.9e+05 eff:0.6% logz=36.78+/-0.18 dlogz:15.868>0.1]
2476it [11:51,  1.84it/s, bound:1146 nc:245 ncall:3.9e+05 eff:0.6% logz=36.80+/-0.18 dlogz:15.846>0.1]
2478it [11:51,  2.38it/s, bound:1148 nc:254 ncall:3.9e+05 eff:0.6% logz=36.82+/-0.18 dlogz:15.824>0.1]
2480it [11:51,  3.04it/s, bound:1150 nc:258 ncall:3.9e+05 eff:0.6% logz=36.83+/-0.18 dlogz:15.802>0.1]
2482it [11:52,  3.85it/s, bound:1152 nc:133 ncall:3.9e+05 eff:0.6% logz=36.85+/-0.18 dlogz:15.781>0.1]
2484it [11:54,  1.72it/s, bound:1153 nc:202 ncall:3.9e+05 eff:0.6% logz=36.87+/-0.18 dlogz:15.759>0.1]
2487it [11:55,  2.62it/s, bound:1155 nc:281 ncall:4.0e+05 eff:0.6% logz=36.89+/-0.18 dlogz:15.727>0.1]
2489it [11:55,  3.33it/s, bound:1157 nc:223 ncall:4.0e+05 eff:0.6% logz=36.91+/-0.18 dlogz:15.706>0.1]
2491it [11:58,  1.40it/s, bound:1158 nc:101 ncall:4.0e+05 eff:0.6% logz=36.93+/-0.18 dlogz:15.684>0.1]
2495it [11:59,  2.38it/s, bound:1160 nc:262 ncall:4.0e+05 eff:0.6% logz=36.96+/-0.18 dlogz:15.642>0.1]
2497it [11:59,  2.96it/s, bound:1162 nc:321 ncall:4.0e+05 eff:0.6% logz=36.97+/-0.18 dlogz:15.620>0.1]
2499it [12:02,  1.48it/s, bound:1163 nc:234 ncall:4.0e+05 eff:0.6% logz=36.99+/-0.18 dlogz:15.599>0.1]
2500it [12:02,  1.70it/s, bound:1164 nc:230 ncall:4.0e+05 eff:0.6% logz=37.00+/-0.18 dlogz:15.588>0.1]
2503it [12:02,  2.65it/s, bound:1166 nc:213 ncall:4.0e+05 eff:0.6% logz=37.02+/-0.18 dlogz:15.556>0.1]
2506it [12:06,  1.50it/s, bound:1167 nc:241 ncall:4.0e+05 eff:0.6% logz=37.05+/-0.18 dlogz:15.524>0.1]
2508it [12:06,  1.93it/s, bound:1169 nc:313 ncall:4.0e+05 eff:0.6% logz=37.07+/-0.18 dlogz:15.502>0.1]
2510it [12:06,  2.48it/s, bound:1171 nc:178 ncall:4.0e+05 eff:0.6% logz=37.08+/-0.18 dlogz:15.480>0.1]
2513it [12:06,  3.58it/s, bound:1173 nc:178 ncall:4.0e+05 eff:0.6% logz=37.11+/-0.18 dlogz:15.448>0.1]
2515it [12:09,  1.80it/s, bound:1174 nc:242 ncall:4.0e+05 eff:0.6% logz=37.12+/-0.18 dlogz:15.427>0.1]
2517it [12:09,  2.35it/s, bound:1176 nc:227 ncall:4.0e+05 eff:0.6% logz=37.14+/-0.18 dlogz:15.406>0.1]
2520it [12:09,  3.44it/s, bound:1178 nc:301 ncall:4.0e+05 eff:0.6% logz=37.16+/-0.18 dlogz:15.374>0.1]
2522it [12:13,  1.46it/s, bound:1179 nc:250 ncall:4.0e+05 eff:0.6% logz=37.18+/-0.18 dlogz:15.352>0.1]
2525it [12:13,  2.17it/s, bound:1181 nc:167 ncall:4.0e+05 eff:0.6% logz=37.20+/-0.18 dlogz:15.320>0.1]
2528it [12:13,  3.08it/s, bound:1183 nc:291 ncall:4.1e+05 eff:0.6% logz=37.23+/-0.18 dlogz:15.288>0.1]
2530it [12:17,  1.50it/s, bound:1184 nc:260 ncall:4.1e+05 eff:0.6% logz=37.25+/-0.18 dlogz:15.266>0.1]
2532it [12:17,  1.98it/s, bound:1185 nc:  1 ncall:4.1e+05 eff:0.7% logz=40.00+/-0.19 dlogz:11.535>0.1]
2534it [12:17,  2.54it/s, bound:1187 nc:266 ncall:4.1e+05 eff:0.6% logz=37.28+/-0.18 dlogz:15.223>0.1]
2536it [12:17,  3.23it/s, bound:1189 nc:221 ncall:4.1e+05 eff:0.6% logz=37.30+/-0.18 dlogz:15.201>0.1]
2538it [12:21,  1.39it/s, bound:1190 nc:257 ncall:4.1e+05 eff:0.6% logz=37.31+/-0.18 dlogz:15.180>0.1]
2540it [12:21,  1.87it/s, bound:1192 nc:278 ncall:4.1e+05 eff:0.6% logz=37.33+/-0.18 dlogz:15.158>0.1]
2543it [12:21,  2.85it/s, bound:1194 nc:314 ncall:4.1e+05 eff:0.6% logz=37.35+/-0.18 dlogz:15.126>0.1]
2546it [12:25,  1.51it/s, bound:1196 nc:329 ncall:4.1e+05 eff:0.6% logz=37.38+/-0.18 dlogz:15.094>0.1]
2548it [12:25,  1.94it/s, bound:1198 nc:292 ncall:4.1e+05 eff:0.6% logz=37.39+/-0.18 dlogz:15.073>0.1]
2550it [12:25,  2.50it/s, bound:1200 nc:275 ncall:4.1e+05 eff:0.6% logz=37.41+/-0.18 dlogz:15.052>0.1]
2552it [12:25,  3.20it/s, bound:1202 nc:284 ncall:4.1e+05 eff:0.6% logz=37.43+/-0.18 dlogz:15.031>0.1]
2554it [12:29,  1.45it/s, bound:1203 nc:283 ncall:4.1e+05 eff:0.6% logz=37.44+/-0.18 dlogz:15.009>0.1]
2557it [12:29,  2.21it/s, bound:1205 nc:271 ncall:4.1e+05 eff:0.6% logz=37.47+/-0.18 dlogz:14.978>0.1]
2560it [12:29,  3.17it/s, bound:1207 nc:222 ncall:4.1e+05 eff:0.6% logz=37.49+/-0.18 dlogz:14.947>0.1]
2562it [12:33,  1.33it/s, bound:1208 nc:278 ncall:4.1e+05 eff:0.6% logz=37.51+/-0.18 dlogz:14.926>0.1]
2563it [12:33,  1.52it/s, bound:1209 nc:231 ncall:4.1e+05 eff:0.6% logz=37.51+/-0.18 dlogz:14.916>0.1]
2566it [12:33,  2.38it/s, bound:1211 nc:267 ncall:4.2e+05 eff:0.6% logz=37.54+/-0.18 dlogz:14.885>0.1]
2568it [12:33,  3.06it/s, bound:1213 nc:280 ncall:4.2e+05 eff:0.6% logz=37.55+/-0.18 dlogz:14.865>0.1]
2570it [12:37,  1.30it/s, bound:1215 nc:235 ncall:4.2e+05 eff:0.6% logz=37.57+/-0.18 dlogz:14.844>0.1]
2572it [12:37,  1.77it/s, bound:1216 nc:283 ncall:4.2e+05 eff:0.6% logz=37.58+/-0.18 dlogz:14.824>0.1]
2574it [12:38,  2.41it/s, bound:1217 nc:  1 ncall:4.2e+05 eff:0.7% logz=40.04+/-0.19 dlogz:11.497>0.1]
2577it [12:38,  3.60it/s, bound:1219 nc:311 ncall:4.2e+05 eff:0.6% logz=37.62+/-0.18 dlogz:14.773>0.1]
2579it [12:41,  1.53it/s, bound:1221 nc:101 ncall:4.2e+05 eff:0.6% logz=37.64+/-0.18 dlogz:14.753>0.1]
2583it [12:41,  2.57it/s, bound:1223 nc:165 ncall:4.2e+05 eff:0.6% logz=37.67+/-0.18 dlogz:14.711>0.1]
2586it [12:45,  1.51it/s, bound:1225 nc:222 ncall:4.2e+05 eff:0.6% logz=37.69+/-0.18 dlogz:14.681>0.1]
2590it [12:45,  2.33it/s, bound:1227 nc:247 ncall:4.2e+05 eff:0.6% logz=37.72+/-0.18 dlogz:14.641>0.1]
2592it [12:45,  2.80it/s, bound:1229 nc:262 ncall:4.2e+05 eff:0.6% logz=37.74+/-0.18 dlogz:14.621>0.1]
2594it [12:49,  1.48it/s, bound:1230 nc:268 ncall:4.2e+05 eff:0.6% logz=37.75+/-0.18 dlogz:14.601>0.1]
2595it [12:49,  1.68it/s, bound:1231 nc:310 ncall:4.2e+05 eff:0.6% logz=37.76+/-0.18 dlogz:14.591>0.1]
2597it [12:49,  2.25it/s, bound:1233 nc:258 ncall:4.2e+05 eff:0.6% logz=37.77+/-0.18 dlogz:14.572>0.1]
2600it [12:49,  3.39it/s, bound:1235 nc:244 ncall:4.2e+05 eff:0.6% logz=37.79+/-0.18 dlogz:14.542>0.1]
2602it [12:52,  1.54it/s, bound:1237 nc:290 ncall:4.2e+05 eff:0.6% logz=37.81+/-0.18 dlogz:14.523>0.1]
2604it [12:53,  2.03it/s, bound:1239 nc:229 ncall:4.2e+05 eff:0.6% logz=37.82+/-0.18 dlogz:14.503>0.1]
2606it [12:53,  2.67it/s, bound:1241 nc:476 ncall:4.3e+05 eff:0.6% logz=37.84+/-0.18 dlogz:14.484>0.1]
2609it [12:56,  1.50it/s, bound:1242 nc:143 ncall:4.3e+05 eff:0.6% logz=37.86+/-0.18 dlogz:14.454>0.1]
2611it [12:56,  1.95it/s, bound:1244 nc:246 ncall:4.3e+05 eff:0.6% logz=37.87+/-0.18 dlogz:14.434>0.1]
2613it [12:57,  2.52it/s, bound:1246 nc:281 ncall:4.3e+05 eff:0.6% logz=37.89+/-0.18 dlogz:14.415>0.1]
2615it [12:57,  3.25it/s, bound:1248 nc:263 ncall:4.3e+05 eff:0.6% logz=37.90+/-0.18 dlogz:14.395>0.1]
2617it [13:00,  1.57it/s, bound:1250 nc:196 ncall:4.3e+05 eff:0.6% logz=37.92+/-0.18 dlogz:14.375>0.1]
2620it [13:00,  2.43it/s, bound:1252 nc:274 ncall:4.3e+05 eff:0.6% logz=37.94+/-0.18 dlogz:14.346>0.1]
2623it [13:00,  3.51it/s, bound:1254 nc:105 ncall:4.3e+05 eff:0.6% logz=37.96+/-0.18 dlogz:14.316>0.1]
2625it [13:03,  1.62it/s, bound:1255 nc:274 ncall:4.3e+05 eff:0.6% logz=37.98+/-0.18 dlogz:14.297>0.1]
2627it [13:03,  2.10it/s, bound:1257 nc:223 ncall:4.3e+05 eff:0.6% logz=37.99+/-0.18 dlogz:14.277>0.1]
2630it [13:03,  3.09it/s, bound:1259 nc:293 ncall:4.3e+05 eff:0.6% logz=38.02+/-0.18 dlogz:14.246>0.1]
2633it [13:07,  1.70it/s, bound:1261 nc:323 ncall:4.3e+05 eff:0.6% logz=38.04+/-0.18 dlogz:14.216>0.1]
2635it [13:07,  2.16it/s, bound:1263 nc:217 ncall:4.3e+05 eff:0.6% logz=38.05+/-0.18 dlogz:14.196>0.1]
2639it [13:07,  3.49it/s, bound:1265 nc:315 ncall:4.3e+05 eff:0.6% logz=38.08+/-0.18 dlogz:14.156>0.1]
2641it [13:10,  1.84it/s, bound:1266 nc:221 ncall:4.3e+05 eff:0.6% logz=38.10+/-0.18 dlogz:14.135>0.1]
2644it [13:10,  2.64it/s, bound:1268 nc:190 ncall:4.3e+05 eff:0.6% logz=38.12+/-0.18 dlogz:14.104>0.1]
2647it [13:10,  3.69it/s, bound:1270 nc:261 ncall:4.4e+05 eff:0.6% logz=38.15+/-0.18 dlogz:14.073>0.1]
2649it [13:12,  2.33it/s, bound:1271 nc:252 ncall:4.4e+05 eff:0.6% logz=38.16+/-0.18 dlogz:14.052>0.1]
2652it [13:12,  3.33it/s, bound:1273 nc:101 ncall:4.4e+05 eff:0.6% logz=38.19+/-0.18 dlogz:14.021>0.1]
2656it [13:15,  2.15it/s, bound:1275 nc:253 ncall:4.4e+05 eff:0.6% logz=38.22+/-0.18 dlogz:13.979>0.1]
2659it [13:15,  2.92it/s, bound:1277 nc:287 ncall:4.4e+05 eff:0.6% logz=38.24+/-0.18 dlogz:13.947>0.1]
2661it [13:15,  3.57it/s, bound:1279 nc:268 ncall:4.4e+05 eff:0.6% logz=38.26+/-0.18 dlogz:13.925>0.1]
2663it [13:18,  1.73it/s, bound:1281 nc:198 ncall:4.4e+05 eff:0.6% logz=38.28+/-0.18 dlogz:13.903>0.1]
2667it [13:19,  2.80it/s, bound:1283 nc:215 ncall:4.4e+05 eff:0.6% logz=38.31+/-0.18 dlogz:13.859>0.1]
2671it [13:21,  2.11it/s, bound:1285 nc:238 ncall:4.4e+05 eff:0.6% logz=38.34+/-0.18 dlogz:13.816>0.1]
2675it [13:21,  3.08it/s, bound:1287 nc:103 ncall:4.4e+05 eff:0.6% logz=38.38+/-0.18 dlogz:13.773>0.1]
2679it [13:24,  2.24it/s, bound:1289 nc:200 ncall:4.4e+05 eff:0.6% logz=38.41+/-0.18 dlogz:13.729>0.1]
2683it [13:24,  3.18it/s, bound:1291 nc:253 ncall:4.4e+05 eff:0.6% logz=38.44+/-0.18 dlogz:13.686>0.1]
2686it [13:24,  4.08it/s, bound:1293 nc:271 ncall:4.4e+05 eff:0.6% logz=38.47+/-0.18 dlogz:13.654>0.1]
2688it [13:27,  2.09it/s, bound:1295 nc:255 ncall:4.4e+05 eff:0.6% logz=38.48+/-0.18 dlogz:13.633>0.1]
2691it [13:27,  2.85it/s, bound:1297 nc:234 ncall:4.5e+05 eff:0.6% logz=38.51+/-0.18 dlogz:13.602>0.1]
2693it [13:31,  1.54it/s, bound:1298 nc:202 ncall:4.5e+05 eff:0.6% logz=38.52+/-0.18 dlogz:13.582>0.1]
2697it [13:31,  2.44it/s, bound:1300 nc:419 ncall:4.5e+05 eff:0.6% logz=38.55+/-0.18 dlogz:13.540>0.1]
2699it [13:34,  1.63it/s, bound:1301 nc:337 ncall:4.5e+05 eff:0.6% logz=38.57+/-0.18 dlogz:13.520>0.1]
2702it [13:34,  2.31it/s, bound:1303 nc:276 ncall:4.5e+05 eff:0.6% logz=38.59+/-0.18 dlogz:13.490>0.1]
2704it [13:34,  2.88it/s, bound:1305 nc:349 ncall:4.5e+05 eff:0.6% logz=38.61+/-0.18 dlogz:13.470>0.1]
2706it [13:37,  1.52it/s, bound:1307 nc:212 ncall:4.5e+05 eff:0.6% logz=38.62+/-0.18 dlogz:13.450>0.1]
2710it [13:37,  2.50it/s, bound:1309 nc:255 ncall:4.5e+05 eff:0.6% logz=38.65+/-0.18 dlogz:13.410>0.1]
2713it [13:37,  3.44it/s, bound:1311 nc:299 ncall:4.5e+05 eff:0.6% logz=38.67+/-0.18 dlogz:13.380>0.1]
2715it [13:40,  2.04it/s, bound:1313 nc:241 ncall:4.5e+05 eff:0.6% logz=38.69+/-0.18 dlogz:13.360>0.1]
2717it [13:40,  2.58it/s, bound:1315 nc:101 ncall:4.5e+05 eff:0.6% logz=38.70+/-0.18 dlogz:13.340>0.1]
2721it [13:44,  1.57it/s, bound:1317 nc:257 ncall:4.5e+05 eff:0.6% logz=38.73+/-0.18 dlogz:13.300>0.1]
2724it [13:44,  2.18it/s, bound:1319 nc:256 ncall:4.5e+05 eff:0.6% logz=38.76+/-0.18 dlogz:13.270>0.1]
2727it [13:44,  3.03it/s, bound:1321 nc:250 ncall:4.5e+05 eff:0.6% logz=38.78+/-0.18 dlogz:13.240>0.1]
2729it [13:47,  1.74it/s, bound:1323 nc:279 ncall:4.5e+05 eff:0.6% logz=38.79+/-0.18 dlogz:13.221>0.1]
2732it [13:47,  2.49it/s, bound:1325 nc:211 ncall:4.5e+05 eff:0.6% logz=38.82+/-0.18 dlogz:13.191>0.1]
2736it [13:47,  3.86it/s, bound:1327 nc:192 ncall:4.6e+05 eff:0.6% logz=38.84+/-0.18 dlogz:13.153>0.1]
2739it [13:50,  2.38it/s, bound:1328 nc:304 ncall:4.6e+05 eff:0.6% logz=38.87+/-0.18 dlogz:13.124>0.1]
2742it [13:50,  3.24it/s, bound:1330 nc:187 ncall:4.6e+05 eff:0.6% logz=38.89+/-0.18 dlogz:13.095>0.1]
2744it [13:54,  1.53it/s, bound:1331 nc:282 ncall:4.6e+05 eff:0.6% logz=38.90+/-0.18 dlogz:13.076>0.1]
2747it [13:54,  2.17it/s, bound:1333 nc:296 ncall:4.6e+05 eff:0.6% logz=38.92+/-0.18 dlogz:13.047>0.1]
2749it [13:54,  2.73it/s, bound:1335 nc:306 ncall:4.6e+05 eff:0.6% logz=38.94+/-0.18 dlogz:13.028>0.1]
2751it [13:57,  1.37it/s, bound:1337 nc:230 ncall:4.6e+05 eff:0.6% logz=38.95+/-0.18 dlogz:13.009>0.1]
2755it [13:58,  2.27it/s, bound:1339 nc:248 ncall:4.6e+05 eff:0.6% logz=38.98+/-0.18 dlogz:12.971>0.1]
2758it [13:58,  3.13it/s, bound:1341 nc:284 ncall:4.6e+05 eff:0.6% logz=39.00+/-0.18 dlogz:12.943>0.1]
2760it [14:01,  1.63it/s, bound:1342 nc:193 ncall:4.6e+05 eff:0.6% logz=39.01+/-0.18 dlogz:12.924>0.1]
2762it [14:01,  2.08it/s, bound:1344 nc:179 ncall:4.6e+05 eff:0.6% logz=39.03+/-0.18 dlogz:12.905>0.1]
2766it [14:01,  3.35it/s, bound:1346 nc:151 ncall:4.6e+05 eff:0.6% logz=39.05+/-0.18 dlogz:12.869>0.1]
2768it [14:05,  1.54it/s, bound:1347 nc:291 ncall:4.6e+05 eff:0.6% logz=39.07+/-0.18 dlogz:12.850>0.1]
2771it [14:05,  2.23it/s, bound:1349 nc:243 ncall:4.6e+05 eff:0.6% logz=39.09+/-0.18 dlogz:12.823>0.1]
2773it [14:05,  2.80it/s, bound:1351 nc:238 ncall:4.6e+05 eff:0.6% logz=39.10+/-0.18 dlogz:12.805>0.1]
2775it [14:08,  1.50it/s, bound:1352 nc:226 ncall:4.7e+05 eff:0.6% logz=39.11+/-0.18 dlogz:12.787>0.1]
2778it [14:08,  2.23it/s, bound:1354 nc:167 ncall:4.7e+05 eff:0.6% logz=39.13+/-0.18 dlogz:12.760>0.1]
2781it [14:09,  3.16it/s, bound:1356 nc:121 ncall:4.7e+05 eff:0.6% logz=39.15+/-0.18 dlogz:12.733>0.1]
2783it [14:12,  1.53it/s, bound:1357 nc:242 ncall:4.7e+05 eff:0.6% logz=39.16+/-0.18 dlogz:12.715>0.1]
2785it [14:12,  1.98it/s, bound:1359 nc:299 ncall:4.7e+05 eff:0.6% logz=39.18+/-0.18 dlogz:12.697>0.1]
2787it [14:12,  2.58it/s, bound:1361 nc:139 ncall:4.7e+05 eff:0.6% logz=39.19+/-0.18 dlogz:12.679>0.1]
2789it [14:12,  3.40it/s, bound:1362 nc:  1 ncall:4.7e+05 eff:0.7% logz=42.19+/-0.21 dlogz:8.257>0.1] 
2791it [14:16,  1.51it/s, bound:1364 nc:320 ncall:4.7e+05 eff:0.6% logz=39.22+/-0.18 dlogz:12.641>0.1]
2793it [14:16,  2.04it/s, bound:1366 nc:274 ncall:4.7e+05 eff:0.6% logz=39.23+/-0.18 dlogz:12.623>0.1]
2795it [14:16,  2.71it/s, bound:1368 nc:259 ncall:4.7e+05 eff:0.6% logz=39.24+/-0.18 dlogz:12.604>0.1]
2798it [14:16,  4.06it/s, bound:1370 nc:298 ncall:4.7e+05 eff:0.6% logz=39.27+/-0.18 dlogz:12.576>0.1]
2800it [14:19,  1.59it/s, bound:1372 nc:277 ncall:4.7e+05 eff:0.6% logz=39.28+/-0.18 dlogz:12.558>0.1]
2802it [14:20,  2.11it/s, bound:1374 nc:287 ncall:4.7e+05 eff:0.6% logz=39.29+/-0.18 dlogz:12.539>0.1]
2804it [14:20,  2.77it/s, bound:1376 nc:476 ncall:4.7e+05 eff:0.6% logz=39.31+/-0.18 dlogz:12.519>0.1]
2806it [14:23,  1.46it/s, bound:1377 nc:338 ncall:4.7e+05 eff:0.6% logz=39.32+/-0.18 dlogz:12.500>0.1]
2808it [14:23,  1.97it/s, bound:1379 nc:312 ncall:4.7e+05 eff:0.6% logz=39.34+/-0.18 dlogz:12.482>0.1]
2810it [14:23,  2.62it/s, bound:1381 nc:205 ncall:4.7e+05 eff:0.6% logz=39.35+/-0.18 dlogz:12.463>0.1]
2814it [14:26,  1.66it/s, bound:1383 nc:279 ncall:4.7e+05 eff:0.6% logz=39.38+/-0.18 dlogz:12.425>0.1]
2816it [14:27,  2.11it/s, bound:1385 nc:276 ncall:4.8e+05 eff:0.6% logz=39.39+/-0.18 dlogz:12.407>0.1]
2818it [14:27,  2.70it/s, bound:1387 nc:329 ncall:4.8e+05 eff:0.6% logz=39.40+/-0.18 dlogz:12.388>0.1]
2820it [14:27,  3.43it/s, bound:1389 nc:303 ncall:4.8e+05 eff:0.6% logz=39.42+/-0.18 dlogz:12.369>0.1]
2822it [14:31,  1.34it/s, bound:1391 nc:296 ncall:4.8e+05 eff:0.6% logz=39.43+/-0.18 dlogz:12.350>0.1]
2824it [14:31,  1.80it/s, bound:1393 nc:327 ncall:4.8e+05 eff:0.6% logz=39.44+/-0.18 dlogz:12.332>0.1]
2827it [14:31,  2.76it/s, bound:1395 nc:249 ncall:4.8e+05 eff:0.6% logz=39.46+/-0.18 dlogz:12.304>0.1]
2830it [14:34,  1.64it/s, bound:1397 nc:177 ncall:4.8e+05 eff:0.6% logz=39.48+/-0.18 dlogz:12.277>0.1]
2833it [14:34,  2.35it/s, bound:1399 nc:270 ncall:4.8e+05 eff:0.6% logz=39.51+/-0.18 dlogz:12.249>0.1]
2835it [14:35,  2.94it/s, bound:1401 nc:306 ncall:4.8e+05 eff:0.6% logz=39.52+/-0.18 dlogz:12.230>0.1]
2838it [14:38,  1.52it/s, bound:1403 nc:342 ncall:4.8e+05 eff:0.6% logz=39.54+/-0.18 dlogz:12.202>0.1]
2841it [14:39,  2.18it/s, bound:1405 nc:310 ncall:4.8e+05 eff:0.6% logz=39.56+/-0.18 dlogz:12.175>0.1]
2843it [14:39,  2.74it/s, bound:1407 nc:284 ncall:4.8e+05 eff:0.6% logz=39.57+/-0.18 dlogz:12.156>0.1]
